customer_id,first_year,first_store,zip_code,dm,sex,birth_age,comment,morning_count_weekday,evening_count_weekday,night_count_weekday,morning_count_holiday,evening_count_holiday,night_count_holiday,remake_count,total_item_money,visit_interval,cluster_id
31,2003.0,3,1750094.0,許可,女性,,,0,0,0,0,1,0,0,0,,0
32,2003.0,3,1310032.0,許可,女性,,,0,3,0,1,0,0,0,2808,28.0,0
33,2003.0,3,1740065.0,許可,女性,1960.0,,0,0,0,0,5,0,0,10800,159.0,2
34,2003.0,3,1640012.0,許可,男性,1970.0,,0,2,1,0,1,3,0,4536,55.0,0
35,2003.0,3,1680072.0,許可,女性,1970.0,,1,2,0,0,3,0,0,0,131.0,0
36,2003.0,3,2610026.0,拒否,女性,1970.0,,0,4,1,3,3,5,0,9396,38.0,2
37,2007.0,3,1140034.0,許可,女性,,,0,6,0,0,5,0,0,5616,65.0,2
38,2003.0,3,1530052.0,許可,女性,1970.0,,0,4,2,0,1,0,0,10584,102.0,0
39,2003.0,3,1710044.0,許可,男性,1970.0,,0,4,14,0,1,7,0,0,28.0,1
40,2003.0,3,1730016.0,許可,女性,1960.0,,0,1,0,0,0,0,0,0,,0
41,2003.0,3,1710021.0,許可,男性,1970.0,,1,3,1,1,0,1,0,0,98.0,0
42,2003.0,3,2040003.0,許可,女性,,,0,0,0,1,11,0,0,3888,62.0,2
43,2003.0,3,1640012.0,拒否,男性,1980.0,,0,1,0,0,1,0,0,0,355.0,0
44,2003.0,3,1760002.0,許可,女性,1970.0,,1,2,4,0,5,7,0,31320,39.0,1
45,2003.0,3,1140034.0,許可,女性,1970.0,,0,3,0,0,0,0,0,0,164.0,0
46,2003.0,3,1710022.0,許可,女性,1950.0,,0,1,1,0,1,0,0,0,287.0,0
47,2003.0,3,1740071.0,許可,男性,1970.0,,0,4,2,0,2,3,0,1944,70.0,1
48,2003.0,3,3350002.0,許可,女性,1980.0,,0,0,1,0,2,1,0,2808,219.0,0
49,2003.0,3,1790074.0,許可,女性,1970.0,,0,3,0,0,1,0,0,0,154.0,0
50,2003.0,3,1140023.0,許可,女性,1970.0,,0,1,0,0,2,1,0,0,22.0,0
51,2003.0,3,1120014.0,許可,女性,,,0,5,0,0,1,0,0,0,121.0,0
52,2003.0,3,1140002.0,許可,女性,,,0,0,0,1,0,0,0,0,,0
53,2004.0,3,1730005.0,許可,男性,1970.0,,0,3,0,1,4,1,0,1728,83.0,2
54,2004.0,3,1730005.0,許可,男性,,,0,1,0,0,0,0,0,1944,,0
55,2004.0,3,1740073.0,許可,女性,1960.0,,0,2,0,0,1,0,0,0,244.0,0
56,2004.0,3,1740043.0,許可,女性,,,0,0,0,0,1,0,0,0,,0
57,2004.0,3,1460085.0,許可,男性,1970.0,,4,1,0,1,3,1,0,10368,78.0,2
58,2004.0,3,3520033.0,拒否,男性,1960.0,,0,1,6,0,0,5,0,1296,56.0,1
59,2004.0,3,1730021.0,拒否,女性,1960.0,,1,1,0,2,6,1,0,21816,66.0,2
60,2004.0,3,1760012.0,拒否,男性,1970.0,,2,0,4,0,1,8,0,41040,48.0,1
61,2004.0,3,1530043.0,許可,男性,1950.0,,0,6,1,0,2,0,0,0,78.0,3
62,2004.0,3,3330866.0,許可,男性,1970.0,,0,0,19,0,0,4,0,0,31.0,1
63,2004.0,3,2020004.0,許可,女性,1970.0,,0,1,0,0,0,0,0,0,,0
64,2004.0,3,1690075.0,許可,男性,,,0,0,1,0,1,0,0,2808,55.0,0
65,2004.0,3,1510073.0,許可,女性,1970.0,,3,5,0,0,1,0,0,28404,78.0,0
66,2004.0,3,2030013.0,許可,男性,1970.0,,0,2,0,0,0,0,0,0,49.0,0
67,2004.0,3,1130021.0,許可,女性,,,0,5,0,0,0,0,0,0,169.0,0
68,2004.0,3,,拒否,女性,,,2,2,1,0,0,0,1,8424,168.0,0
69,2004.0,3,3330848.0,許可,女性,1980.0,,0,1,0,0,0,0,0,0,,0
70,2004.0,3,1160002.0,許可,女性,1980.0,,0,6,1,0,0,1,0,0,88.0,3
71,2004.0,3,1670023.0,許可,女性,1980.0,,1,14,0,0,3,0,0,9504,40.0,3
72,2004.0,3,1710021.0,許可,男性,1970.0,,0,4,1,0,0,0,0,0,139.0,0
73,2004.0,3,1710014.0,許可,女性,,,0,2,0,0,3,0,0,0,149.0,0
74,2004.0,3,1730021.0,許可,女性,,,2,5,3,0,0,0,0,3456,72.0,1
75,2004.0,3,1710043.0,許可,男性,1980.0,,0,0,1,0,0,0,0,0,,0
76,2004.0,3,1710043.0,拒否,男性,,,0,0,0,1,5,3,0,2808,81.0,2
77,2004.0,3,1120011.0,許可,男性,1970.0,,0,0,0,1,1,0,0,0,41.0,0
78,2004.0,3,1700014.0,許可,女性,,,0,2,0,0,13,0,0,21168,48.0,2
79,2004.0,3,4680011.0,許可,女性,,,0,2,1,0,0,1,0,21600,181.0,0
80,2004.0,3,1120002.0,許可,男性,1980.0,,1,4,1,0,6,0,0,10800,60.0,2
81,2004.0,3,1790083.0,許可,女性,1970.0,,0,0,2,0,4,2,0,0,41.0,2
82,2004.0,3,,許可,男性,,,0,0,1,0,0,0,0,0,,0
83,2004.0,3,8620950.0,許可,女性,1970.0,,0,2,0,0,2,1,0,0,111.0,0
84,2004.0,3,1120002.0,拒否,男性,,,0,0,10,0,1,4,0,1944,49.0,1
85,2004.0,3,3520014.0,拒否,女性,1980.0,,0,0,0,0,6,0,0,0,117.0,2
86,2004.0,3,1730023.0,許可,女性,1970.0,,2,0,0,0,0,0,0,0,133.0,0
87,2004.0,3,1730037.0,拒否,女性,,,0,1,2,0,2,1,0,1080,119.0,0
88,2004.0,3,1860004.0,許可,女性,,,1,2,0,0,3,1,0,5832,111.0,2
89,2004.0,3,1760023.0,許可,女性,,,0,1,0,2,0,0,0,3456,248.0,0
90,2004.0,3,1610032.0,拒否,女性,1970.0,,1,7,5,0,8,1,0,3024,30.0,2
91,2004.0,3,1740071.0,許可,女性,1970.0,,0,2,7,0,1,3,0,33156,56.0,1
92,2004.0,3,1230872.0,拒否,女性,1970.0,,0,0,3,0,0,0,0,0,205.0,0
93,2004.0,3,3500811.0,許可,女性,1970.0,,0,1,1,0,0,0,0,0,151.0,0
94,2004.0,3,1700012.0,拒否,女性,,,0,1,0,0,0,0,0,7020,,0
95,2004.0,3,3490124.0,許可,女性,,,3,7,0,0,23,0,0,19008,22.0,2
96,2004.0,3,1140016.0,拒否,女性,1980.0,,0,1,0,0,2,0,0,0,81.0,0
97,2004.0,3,3510115.0,許可,女性,,,0,4,0,0,2,0,0,3888,122.0,0
98,2004.0,3,1820006.0,許可,女性,1970.0,,0,5,0,0,1,0,0,6480,90.0,0
99,2005.0,3,3360021.0,拒否,女性,,,0,1,5,0,0,8,0,0,49.0,1
100,2005.0,3,1700003.0,許可,女性,,,0,8,0,0,4,0,0,6696,61.0,3
101,2005.0,3,,拒否,男性,1970.0,,0,0,1,0,0,0,0,2808,,0
102,2005.0,3,,拒否,男性,1970.0,,0,2,4,0,2,14,0,7992,33.0,1
103,2005.0,3,1760013.0,拒否,女性,,,0,1,1,0,3,4,1,1944,77.0,0
104,2005.0,3,1730036.0,許可,女性,,,0,9,0,0,2,9,0,7776,36.0,3
105,2005.0,3,1120012.0,許可,男性,1980.0,,0,0,0,3,3,2,0,0,82.0,0
106,2005.0,3,2040002.0,拒否,男性,1970.0,,0,4,0,0,2,0,0,0,38.0,0
107,2005.0,3,1760002.0,許可,女性,,,21,3,0,0,2,0,0,0,28.0,2
108,2005.0,3,1790085.0,許可,女性,,,0,2,0,0,1,2,0,10800,55.0,0
109,2005.0,3,1140024.0,許可,女性,,,2,7,0,0,1,0,0,17172,74.0,3
110,2005.0,3,1750083.0,許可,女性,1960.0,,0,3,0,0,2,0,0,10800,129.0,0
111,2005.0,3,1310031.0,許可,女性,1980.0,,1,3,1,0,4,0,0,5184,79.0,2
112,2005.0,3,3350025.0,許可,女性,,,0,3,1,0,15,2,0,16200,36.0,2
113,2005.0,3,3580004.0,許可,男性,1970.0,,0,1,1,0,0,0,0,0,154.0,0
114,2005.0,3,1160011.0,拒否,女性,,,1,1,0,0,4,2,0,0,91.0,2
115,2005.0,3,1120001.0,許可,女性,1960.0,,0,0,0,5,9,1,0,0,48.0,2
116,2005.0,3,1710014.0,許可,男性,1980.0,,0,0,1,0,0,0,0,0,,0
117,2005.0,3,1700001.0,拒否,女性,1980.0,,4,1,1,3,4,1,0,0,53.0,2
118,2005.0,3,1780063.0,拒否,男性,1960.0,,0,0,0,0,15,9,4,0,30.0,2
119,2005.0,3,2150003.0,許可,女性,1970.0,,0,0,0,1,0,0,0,0,,0
120,2005.0,3,,拒否,女性,,,0,11,2,0,2,1,0,0,43.0,3
121,2005.0,3,1160014.0,許可,女性,1960.0,,0,6,1,0,1,0,0,34884,90.0,3
122,2005.0,3,1650031.0,許可,男性,1980.0,,0,1,1,0,0,0,0,0,20.0,0
123,2005.0,3,1250053.0,許可,男性,1980.0,,0,0,0,0,1,0,0,0,,0
124,2005.0,3,3550327.0,許可,男性,,,0,0,0,0,12,2,0,5832,50.0,2
125,2005.0,3,1760024.0,許可,女性,1970.0,,0,0,0,0,1,0,0,0,,0
126,2005.0,3,1420063.0,許可,女性,,,0,1,1,0,0,3,0,18144,55.0,0
127,2005.0,3,3350002.0,拒否,女性,,,0,0,0,0,0,0,0,3024,,0
128,2005.0,3,1760012.0,許可,男性,,,1,8,0,0,1,4,0,0,50.0,3
129,2005.0,3,,拒否,男性,,,0,7,0,0,4,0,0,8424,56.0,3
130,2005.0,3,1760002.0,許可,男性,1960.0,,0,1,0,0,0,0,0,0,,0
131,2005.0,3,1310031.0,許可,女性,1970.0,,0,0,0,1,2,1,0,6372,91.0,0
132,2005.0,3,1790084.0,許可,女性,,,0,0,1,0,1,1,0,6480,312.0,0
133,2005.0,3,1160002.0,許可,女性,1980.0,,0,3,0,0,4,0,0,14256,89.0,2
134,2005.0,3,1710043.0,許可,女性,,,0,3,0,1,2,0,0,20952,117.0,0
135,2005.0,3,1130033.0,拒否,男性,1980.0,,0,2,3,0,0,1,0,5616,48.0,0
136,2005.0,3,2030014.0,許可,男性,1980.0,,1,0,0,9,9,2,0,0,35.0,2
137,2005.0,3,2030052.0,許可,女性,,,0,8,0,0,1,0,0,15120,77.0,3
138,2005.0,3,1610031.0,拒否,女性,1970.0,,0,0,1,0,0,0,0,0,,0
139,2005.0,3,1610032.0,許可,女性,,,0,2,0,0,2,1,0,31104,159.0,0
140,2005.0,3,1700003.0,許可,女性,,,0,1,3,0,1,3,0,8100,80.0,1
141,2005.0,3,1230872.0,拒否,男性,1970.0,,1,2,0,0,3,0,0,25596,93.0,0
142,2005.0,3,1620816.0,許可,男性,1970.0,,0,0,0,0,1,0,0,0,,0
143,2005.0,3,1140014.0,拒否,男性,,,6,7,0,0,3,1,0,11448,44.0,3
144,2005.0,3,1350023.0,許可,女性,,,1,0,0,0,1,0,0,10800,114.0,0
145,2005.0,3,3510006.0,許可,男性,1970.0,,2,0,3,3,6,6,0,26352,36.0,2
146,2005.0,3,3640013.0,許可,男性,,,0,2,2,0,4,3,0,16848,66.0,2
147,2005.0,3,1790074.0,許可,女性,1960.0,,0,2,6,0,2,0,0,3672,72.0,1
148,2005.0,3,1790074.0,許可,男性,1990.0,,1,4,1,0,2,0,0,0,97.0,0
149,2005.0,3,1760012.0,許可,女性,,,0,3,0,0,8,2,0,61128,58.0,2
150,2005.0,3,1230865.0,許可,女性,1970.0,,1,2,0,0,8,0,0,6264,66.0,2
151,2005.0,3,2220022.0,許可,男性,,,0,0,7,0,2,4,0,9720,53.0,1
152,2005.0,3,2020001.0,許可,女性,1970.0,,0,1,1,0,6,0,0,42120,95.0,2
153,2005.0,3,1150045.0,許可,女性,1970.0,,0,2,0,0,2,0,0,32400,213.0,0
154,2005.0,3,,拒否,女性,1980.0,,0,1,0,0,0,0,0,0,,0
155,2005.0,3,2350035.0,許可,男性,1970.0,,0,0,10,0,1,4,0,59184,47.0,1
156,2005.0,3,1700013.0,許可,女性,1960.0,,0,9,0,0,2,1,0,3888,64.0,3
157,2005.0,3,1130033.0,拒否,女性,1970.0,,0,0,0,4,12,2,0,34992,39.0,2
158,2005.0,3,1640002.0,許可,女性,1970.0,,0,3,0,0,1,0,0,0,182.0,0
159,2005.0,3,1700003.0,許可,女性,1970.0,,1,7,1,0,9,0,0,11232,41.0,2
160,2005.0,3,2040022.0,許可,女性,1960.0,,0,6,0,0,4,0,0,11016,73.0,2
161,2005.0,3,1790076.0,許可,女性,,,0,15,0,0,9,0,0,0,30.0,3
162,2005.0,3,1140022.0,許可,女性,,,0,9,1,0,7,0,0,5832,42.0,3
163,2005.0,3,1800004.0,許可,男性,1970.0,,0,0,5,0,1,5,0,0,65.0,1
164,2005.0,3,1140023.0,許可,女性,1970.0,,2,7,0,0,0,0,0,5616,84.0,3
165,2005.0,3,1750083.0,許可,女性,,,0,1,0,0,0,0,0,2808,,0
166,2005.0,3,1230865.0,許可,男性,1980.0,,0,3,0,1,9,0,0,10800,53.0,2
167,2005.0,3,,許可,男性,1970.0,,1,1,0,3,6,3,0,0,55.0,2
168,2005.0,3,3502206.0,許可,女性,1950.0,,3,6,1,0,5,0,0,90504,44.0,2
169,2005.0,3,3350026.0,拒否,男性,,,0,0,1,0,0,0,0,0,,0
170,2005.0,3,1700013.0,許可,女性,,,1,17,0,0,3,0,0,13824,35.0,3
171,2005.0,3,1700011.0,拒否,女性,,,0,0,2,0,0,0,0,5940,48.0,0
172,2005.0,3,1140001.0,許可,女性,,,0,0,0,0,3,0,0,0,238.0,0
173,2005.0,3,1520002.0,許可,男性,1970.0,,0,0,0,1,17,0,0,38340,40.0,2
174,2005.0,3,1330061.0,許可,女性,1980.0,,0,0,0,2,6,0,0,0,94.0,2
175,2005.0,3,1200023.0,許可,男性,1970.0,,0,1,0,0,0,1,0,0,61.0,0
176,2005.0,3,1740051.0,許可,女性,,,0,6,0,0,4,0,0,6350,67.0,2
177,2005.0,3,1320035.0,許可,男性,,,0,2,0,1,11,0,0,27216,53.0,2
178,2005.0,3,1200006.0,許可,男性,,,0,1,0,0,0,0,0,0,,0
179,2005.0,3,2020004.0,許可,男性,1980.0,,0,3,0,0,2,0,0,11232,75.0,0
180,2005.0,3,1500001.0,許可,男性,1960.0,,0,16,0,0,0,0,0,0,48.0,3
181,2005.0,3,1760023.0,許可,女性,1970.0,,0,0,0,0,1,1,0,1944,35.0,0
182,2005.0,3,1660012.0,許可,女性,,,1,3,2,0,4,2,0,7776,60.0,2
183,2005.0,3,1700014.0,拒否,女性,1970.0,,1,9,0,0,0,0,0,2160,60.0,3
184,2006.0,3,3510012.0,許可,女性,1970.0,,3,7,0,1,2,0,0,3888,55.0,3
185,2006.0,3,1700001.0,許可,女性,1970.0,,0,3,2,0,1,1,0,2160,87.0,0
186,2006.0,3,1760021.0,許可,男性,,,0,1,0,0,0,1,0,0,72.0,0
187,2006.0,3,1100014.0,拒否,男性,1980.0,,0,0,0,0,1,1,0,3888,49.0,0
188,2006.0,3,3510022.0,許可,男性,1970.0,,0,1,1,1,2,0,0,0,169.0,0
189,2006.0,3,1700003.0,許可,女性,1980.0,,0,3,0,0,1,1,1,3456,61.0,0
190,2005.0,3,1080074.0,許可,男性,1970.0,,0,1,0,0,0,0,0,0,,0
191,2006.0,3,1710051.0,許可,男性,1990.0,,3,4,0,0,3,2,0,1944,57.0,2
192,2006.0,3,1700004.0,許可,男性,,,0,0,0,0,0,0,0,1080,,0
193,2006.0,3,1730024.0,許可,男性,,,1,5,0,0,2,1,0,9072,83.0,2
194,2006.0,3,2030032.0,拒否,男性,1970.0,,0,1,4,0,2,7,0,16848,48.0,1
195,2006.0,3,1700004.0,許可,女性,,,0,2,0,0,0,1,0,2808,293.0,0
196,2006.0,3,1680063.0,許可,女性,1970.0,,0,1,0,0,2,0,0,0,257.0,0
197,2006.0,3,1700001.0,拒否,男性,1980.0,,1,2,0,0,0,3,0,0,123.0,0
198,2006.0,3,1680062.0,許可,女性,1970.0,,0,3,0,0,3,0,0,0,109.0,2
199,2006.0,3,1140016.0,許可,女性,1970.0,,0,4,0,0,2,0,0,23868,121.0,0
200,2006.0,3,1620041.0,許可,女性,1980.0,,0,1,0,0,0,0,0,0,,0
201,2006.0,3,2720023.0,許可,男性,1980.0,,0,0,0,0,8,1,0,0,84.0,2
202,2006.0,3,3410044.0,拒否,男性,,,0,2,0,0,8,3,0,13392,58.0,2
203,2006.0,3,1700013.0,許可,女性,1970.0,,1,4,0,0,2,0,0,9720,95.0,0
204,2006.0,3,3570122.0,許可,女性,,,1,1,0,0,1,1,0,0,229.0,0
205,2006.0,3,1530051.0,許可,男性,,,3,5,1,0,3,2,0,7560,54.0,2
206,2006.0,3,1760006.0,拒否,女性,1970.0,,0,3,0,0,3,0,0,0,100.0,2
207,2006.0,3,2040023.0,許可,女性,,,0,1,0,0,0,0,0,3240,,0
208,2006.0,3,3600004.0,許可,女性,,,0,1,0,0,7,0,0,31536,90.0,2
209,2006.0,3,3320032.0,許可,男性,1970.0,,0,1,0,0,0,0,1,0,,0
210,2006.0,3,1790074.0,許可,女性,,,0,2,0,0,0,0,0,0,337.0,0
211,2006.0,3,3500441.0,許可,女性,,,0,1,1,0,4,1,0,0,108.0,2
212,2006.0,3,1250061.0,許可,女性,,,0,1,0,0,0,1,0,1944,43.0,0
213,2006.0,3,1740046.0,許可,女性,1980.0,,0,0,0,0,5,1,0,0,124.0,2
214,2006.0,3,3580021.0,許可,男性,1960.0,,0,0,8,0,0,7,0,0,47.0,1
215,2006.0,3,1160011.0,許可,男性,1970.0,,1,3,2,0,2,0,0,3240,91.0,0
216,2006.0,3,1140023.0,許可,女性,1970.0,,0,0,0,1,2,0,0,0,94.0,0
217,2006.0,3,1710043.0,許可,女性,,,0,2,1,0,0,1,0,0,115.0,0
218,2006.0,3,1730037.0,許可,女性,,,0,0,0,0,1,1,0,0,448.0,0
219,2006.0,3,1640011.0,許可,男性,1980.0,,1,0,0,0,0,0,0,0,,0
220,2006.0,3,3330834.0,許可,男性,1980.0,,1,3,4,0,1,4,0,20952,57.0,1
221,2006.0,3,3580006.0,許可,女性,1970.0,,0,1,0,3,8,1,0,11664,57.0,2
222,2006.0,3,3350021.0,許可,男性,1970.0,,1,1,0,1,0,0,0,0,108.0,0
223,2006.0,3,1110035.0,拒否,女性,1970.0,,0,0,0,1,7,0,0,0,82.0,2
224,2006.0,3,1140004.0,許可,女性,,,4,13,0,0,1,0,0,61128,40.0,3
225,2006.0,3,1790084.0,許可,女性,,,0,4,1,0,7,0,0,18576,60.0,2
226,2006.0,3,1500013.0,許可,女性,1970.0,,0,0,0,0,2,0,0,0,364.0,0
227,2006.0,3,3520025.0,許可,女性,1980.0,,0,4,0,0,1,1,0,1944,129.0,0
228,2006.0,3,3410018.0,許可,男性,1970.0,,0,5,1,0,4,1,0,14688,64.0,2
229,2006.0,3,1700012.0,許可,女性,,,3,1,0,3,0,0,0,5832,91.0,0
230,2006.0,3,1620815.0,許可,男性,1980.0,,1,1,2,1,1,1,0,11664,116.0,0
231,2006.0,3,,拒否,男性,1960.0,,0,1,6,0,0,1,0,59400,94.0,1
232,2006.0,3,1140014.0,許可,女性,,,2,6,1,0,7,2,1,12528,40.0,2
233,2006.0,3,1120012.0,許可,女性,1980.0,,0,0,1,0,0,0,0,0,,0
234,2006.0,3,1770034.0,許可,女性,,,0,0,0,2,1,1,0,0,172.0,0
235,2006.0,3,1750093.0,許可,女性,,,2,0,0,0,1,0,0,7560,178.0,0
236,2006.0,3,2020012.0,拒否,女性,,,1,1,0,0,0,0,0,0,323.0,0
237,2006.0,3,1580083.0,許可,男性,1980.0,,1,6,1,1,1,0,0,0,73.0,3
238,2006.0,3,3050044.0,許可,女性,,,0,1,0,0,0,0,0,0,,0
239,2006.0,3,1140023.0,許可,女性,,,0,1,2,0,0,3,0,3672,133.0,0
240,2006.0,3,3520014.0,許可,女性,,,0,1,0,0,0,0,0,0,,0
241,2006.0,3,1700013.0,許可,女性,,,0,3,0,1,0,1,0,4752,163.0,0
242,2006.0,3,3400025.0,拒否,女性,1970.0,,0,0,0,0,0,6,0,8856,126.0,0
243,2006.0,3,1760021.0,拒否,女性,,,1,5,3,0,3,0,0,8100,58.0,2
244,2006.0,3,1770041.0,許可,女性,,,1,5,0,0,12,0,0,0,42.0,2
245,2006.0,3,3501335.0,許可,女性,1970.0,,0,1,0,0,1,0,0,0,243.0,0
246,2006.0,3,,許可,男性,1980.0,,1,1,3,0,0,2,0,4104,109.0,1
247,2006.0,3,1700013.0,許可,女性,1960.0,,0,2,0,0,0,0,0,0,365.0,0
248,2006.0,3,3570126.0,許可,女性,,,0,1,1,0,2,2,0,0,63.0,0
249,2006.0,3,3490141.0,許可,男性,1980.0,,1,0,0,0,0,0,0,0,,0
250,2006.0,3,1710033.0,許可,男性,,,0,2,0,0,0,0,0,0,48.0,0
251,2006.0,3,1740072.0,許可,男性,1980.0,,0,2,4,0,0,4,0,1728,75.0,1
252,2006.0,3,1790081.0,許可,女性,1960.0,,0,1,0,0,0,0,0,0,,0
253,2006.0,3,3550205.0,拒否,男性,1980.0,,0,0,2,0,0,2,0,5400,104.0,0
254,2006.0,3,1700013.0,許可,女性,1970.0,,0,2,0,0,2,0,0,0,188.0,0
255,2006.0,3,1790084.0,許可,女性,1970.0,,3,7,0,0,0,0,0,28296,68.0,3
256,2006.0,3,1760002.0,許可,女性,1950.0,,1,10,0,0,11,0,0,50112,33.0,3
257,2006.0,3,1500000.0,拒否,女性,1970.0,,1,9,0,0,5,2,0,16416,42.0,3
258,2006.0,3,1420051.0,許可,女性,1970.0,,0,12,0,4,7,0,0,3888,32.0,3
259,2006.0,3,1760004.0,許可,男性,1970.0,,1,0,0,0,0,0,0,0,,0
260,2007.0,3,1730021.0,許可,女性,1970.0,,0,0,1,0,3,1,0,9720,134.0,0
261,2007.0,3,1700005.0,許可,女性,1960.0,,0,1,1,0,0,1,0,0,70.0,0
262,2007.0,3,1710052.0,拒否,女性,,,0,1,1,0,0,1,0,11880,238.0,0
263,2007.0,3,1230865.0,拒否,女性,,,0,3,3,0,1,3,0,84456,77.0,1
264,2007.0,3,1880011.0,許可,女性,,,0,0,0,0,4,0,0,11232,109.0,0
265,2007.0,3,1740071.0,許可,女性,1970.0,,0,0,0,1,3,1,0,6264,129.0,0
266,2007.0,3,1120012.0,拒否,男性,1970.0,,1,3,2,0,2,0,0,1944,90.0,0
267,2007.0,3,1710022.0,拒否,女性,1970.0,,0,1,1,0,0,0,0,0,46.0,0
268,2007.0,3,1730004.0,拒否,男性,1970.0,,1,0,0,0,0,0,0,0,,0
269,2007.0,3,1760004.0,拒否,女性,1970.0,,0,10,5,0,1,1,0,2160,43.0,3
270,2007.0,3,,許可,女性,1950.0,,1,5,0,1,4,1,0,0,65.0,2
271,2007.0,3,3530006.0,許可,女性,1970.0,,3,2,0,1,4,0,0,13824,69.0,2
272,2007.0,3,,拒否,男性,,,0,0,0,0,0,2,0,0,126.0,0
273,2007.0,3,1790084.0,許可,女性,1960.0,,0,3,3,0,2,3,0,41580,65.0,1
274,2007.0,3,1710031.0,許可,女性,1960.0,,0,1,0,0,6,3,0,0,74.0,2
275,2007.0,3,1120002.0,拒否,女性,1980.0,,0,2,4,1,1,2,0,0,76.0,1
276,2007.0,3,1100016.0,許可,女性,1970.0,,0,5,0,0,3,0,0,13608,83.0,2
277,2007.0,3,1750083.0,許可,女性,1970.0,,0,0,0,0,1,0,0,4968,,0
278,2007.0,3,1790084.0,許可,女性,1980.0,,0,4,0,0,1,0,0,0,107.0,0
279,2007.0,3,1780062.0,許可,男性,1970.0,,0,2,3,0,1,2,0,0,90.0,1
280,2007.0,3,1770034.0,許可,女性,1960.0,,0,2,0,2,11,1,0,15228,46.0,2
281,2007.0,3,1710014.0,許可,男性,1980.0,,4,4,8,0,0,5,0,0,35.0,1
282,2007.0,3,1730004.0,許可,男性,1960.0,,0,2,1,3,0,0,0,0,132.0,0
283,2007.0,3,1500001.0,許可,男性,1940.0,,6,3,0,0,1,0,0,36288,42.0,0
284,2007.0,3,1160012.0,許可,男性,1980.0,,0,1,0,0,7,2,0,0,71.0,2
285,2007.0,3,1150051.0,拒否,女性,1980.0,,0,0,1,0,0,0,0,0,,0
286,2007.0,3,2040012.0,許可,男性,1980.0,,0,1,0,0,9,0,0,4536,80.0,2
287,2007.0,3,3340002.0,許可,男性,,,0,2,0,0,4,4,0,7344,57.0,2
288,2007.0,3,170.0,許可,女性,,,0,0,0,0,1,0,0,0,,0
289,2007.0,3,2060812.0,許可,女性,1970.0,,0,0,0,0,1,0,0,0,,0
