customer_id,first_year,first_store,zip_code,dm,sex,birth_age,comment,morning_count_weekday,evening_count_weekday,night_count_weekday,morning_count_holiday,evening_count_holiday,night_count_holiday,remake_count,total_item_money,visit_interval
53,2004,3,1730005,許可,男性,1970,NA,0,3,0,1,4,1,0,1728,83
54,2004,3,1730005,許可,男性,NA,NA,0,1,0,0,0,0,0,1944,NA
55,2004,3,1740073,許可,女性,1960,NA,0,2,0,0,1,0,0,0,244
56,2004,3,1740043,許可,女性,NA,NA,0,0,0,0,1,0,0,0,NA
57,2004,3,1460085,許可,男性,1970,NA,4,1,0,1,3,1,0,10368,78
58,2004,3,3520033,拒否,男性,1960,NA,0,1,6,0,0,5,0,1296,56
59,2004,3,1730021,拒否,女性,1960,NA,1,1,0,2,6,1,0,21816,66
60,2004,3,1760012,拒否,男性,1970,NA,2,0,4,0,1,8,0,41040,48
61,2004,3,1530043,許可,男性,1950,NA,0,6,1,0,2,0,0,0,78
62,2004,3,3330866,許可,男性,1970,NA,0,0,19,0,0,4,0,0,31
63,2004,3,2020004,許可,女性,1970,NA,0,1,0,0,0,0,0,0,NA
64,2004,3,1690075,許可,男性,NA,NA,0,0,1,0,1,0,0,2808,55
65,2004,3,1510073,許可,女性,1970,NA,3,5,0,0,1,0,0,28404,78
66,2004,3,2030013,許可,男性,1970,NA,0,2,0,0,0,0,0,0,49
67,2004,3,1130021,許可,女性,NA,NA,0,5,0,0,0,0,0,0,169
68,2004,3,NA,拒否,女性,NA,NA,2,2,1,0,0,0,1,8424,168
69,2004,3,3330848,許可,女性,1980,NA,0,1,0,0,0,0,0,0,NA
70,2004,3,1160002,許可,女性,1980,NA,0,6,1,0,0,1,0,0,88
71,2004,3,1670023,許可,女性,1980,NA,1,14,0,0,3,0,0,9504,40
72,2004,3,1710021,許可,男性,1970,NA,0,4,1,0,0,0,0,0,139
73,2004,3,1710014,許可,女性,NA,NA,0,2,0,0,3,0,0,0,149
74,2004,3,1730021,許可,女性,NA,NA,2,5,3,0,0,0,0,3456,72
75,2004,3,1710043,許可,男性,1980,NA,0,0,1,0,0,0,0,0,NA
76,2004,3,1710043,拒否,男性,NA,NA,0,0,0,1,5,3,0,2808,81
77,2004,3,1120011,許可,男性,1970,NA,0,0,0,1,1,0,0,0,41
78,2004,3,1700014,許可,女性,NA,NA,0,2,0,0,13,0,0,21168,48
79,2004,3,4680011,許可,女性,NA,NA,0,2,1,0,0,1,0,21600,181
80,2004,3,1120002,許可,男性,1980,NA,1,4,1,0,6,0,0,10800,60
81,2004,3,1790083,許可,女性,1970,NA,0,0,2,0,4,2,0,0,41
82,2004,3,NA,許可,男性,NA,NA,0,0,1,0,0,0,0,0,NA
83,2004,3,8620950,許可,女性,1970,NA,0,2,0,0,2,1,0,0,111
84,2004,3,1120002,拒否,男性,NA,NA,0,0,10,0,1,4,0,1944,49
85,2004,3,3520014,拒否,女性,1980,NA,0,0,0,0,6,0,0,0,117
86,2004,3,1730023,許可,女性,1970,NA,2,0,0,0,0,0,0,0,133
87,2004,3,1730037,拒否,女性,NA,NA,0,1,2,0,2,1,0,1080,119
88,2004,3,1860004,許可,女性,NA,NA,1,2,0,0,3,1,0,5832,111
89,2004,3,1760023,許可,女性,NA,NA,0,1,0,2,0,0,0,3456,248
90,2004,3,1610032,拒否,女性,1970,NA,1,7,5,0,8,1,0,3024,30
91,2004,3,1740071,許可,女性,1970,NA,0,2,7,0,1,3,0,33156,56
92,2004,3,1230872,拒否,女性,1970,NA,0,0,3,0,0,0,0,0,205
93,2004,3,3500811,許可,女性,1970,NA,0,1,1,0,0,0,0,0,151
94,2004,3,1700012,拒否,女性,NA,NA,0,1,0,0,0,0,0,7020,NA
95,2004,3,3490124,許可,女性,NA,NA,3,7,0,0,23,0,0,19008,22
96,2004,3,1140016,拒否,女性,1980,NA,0,1,0,0,2,0,0,0,81
97,2004,3,3510115,許可,女性,NA,NA,0,4,0,0,2,0,0,3888,122
98,2004,3,1820006,許可,女性,1970,NA,0,5,0,0,1,0,0,6480,90
99,2005,3,3360021,拒否,女性,NA,NA,0,1,5,0,0,8,0,0,49
100,2005,3,1700003,許可,女性,NA,NA,0,8,0,0,4,0,0,6696,61
101,2005,3,NA,拒否,男性,1970,NA,0,0,1,0,0,0,0,2808,NA
102,2005,3,NA,拒否,男性,1970,NA,0,2,4,0,2,14,0,7992,33
103,2005,3,1760013,拒否,女性,NA,NA,0,1,1,0,3,4,1,1944,77
104,2005,3,1730036,許可,女性,NA,NA,0,9,0,0,2,9,0,7776,36
105,2005,3,1120012,許可,男性,1980,NA,0,0,0,3,3,2,0,0,82
106,2005,3,2040002,拒否,男性,1970,NA,0,4,0,0,2,0,0,0,38
107,2005,3,1760002,許可,女性,NA,NA,21,3,0,0,2,0,0,0,28
108,2005,3,1790085,許可,女性,NA,NA,0,2,0,0,1,2,0,10800,55
109,2005,3,1140024,許可,女性,NA,NA,2,7,0,0,1,0,0,17172,74
110,2005,3,1750083,許可,女性,1960,NA,0,3,0,0,2,0,0,10800,129
111,2005,3,1310031,許可,女性,1980,NA,1,3,1,0,4,0,0,5184,79
112,2005,3,3350025,許可,女性,NA,NA,0,3,1,0,15,2,0,16200,36
113,2005,3,3580004,許可,男性,1970,NA,0,1,1,0,0,0,0,0,154
114,2005,3,1160011,拒否,女性,NA,NA,1,1,0,0,4,2,0,0,91
115,2005,3,1120001,許可,女性,1960,NA,0,0,0,5,9,1,0,0,48
116,2005,3,1710014,許可,男性,1980,NA,0,0,1,0,0,0,0,0,NA
117,2005,3,1700001,拒否,女性,1980,NA,4,1,1,3,4,1,0,0,53
118,2005,3,1780063,拒否,男性,1960,NA,0,0,0,0,15,9,4,0,30
119,2005,3,2150003,許可,女性,1970,NA,0,0,0,1,0,0,0,0,NA
120,2005,3,NA,拒否,女性,NA,NA,0,11,2,0,2,1,0,0,43
121,2005,3,1160014,許可,女性,1960,NA,0,6,1,0,1,0,0,34884,90
122,2005,3,1650031,許可,男性,1980,NA,0,1,1,0,0,0,0,0,20
123,2005,3,1250053,許可,男性,1980,NA,0,0,0,0,1,0,0,0,NA
124,2005,3,3550327,許可,男性,NA,NA,0,0,0,0,12,2,0,5832,50
125,2005,3,1760024,許可,女性,1970,NA,0,0,0,0,1,0,0,0,NA
126,2005,3,1420063,許可,女性,NA,NA,0,1,1,0,0,3,0,18144,55
127,2005,3,3350002,拒否,女性,NA,NA,0,0,0,0,0,0,0,3024,NA
128,2005,3,1760012,許可,男性,NA,NA,1,8,0,0,1,4,0,0,50
129,2005,3,NA,拒否,男性,NA,NA,0,7,0,0,4,0,0,8424,56
130,2005,3,1760002,許可,男性,1960,NA,0,1,0,0,0,0,0,0,NA
131,2005,3,1310031,許可,女性,1970,NA,0,0,0,1,2,1,0,6372,91
132,2005,3,1790084,許可,女性,NA,NA,0,0,1,0,1,1,0,6480,312
133,2005,3,1160002,許可,女性,1980,NA,0,3,0,0,4,0,0,14256,89
134,2005,3,1710043,許可,女性,NA,NA,0,3,0,1,2,0,0,20952,117
135,2005,3,1130033,拒否,男性,1980,NA,0,2,3,0,0,1,0,5616,48
136,2005,3,2030014,許可,男性,1980,NA,1,0,0,9,9,2,0,0,35
137,2005,3,2030052,許可,女性,NA,NA,0,8,0,0,1,0,0,15120,77
138,2005,3,1610031,拒否,女性,1970,NA,0,0,1,0,0,0,0,0,NA
139,2005,3,1610032,許可,女性,NA,NA,0,2,0,0,2,1,0,31104,159
140,2005,3,1700003,許可,女性,NA,NA,0,1,3,0,1,3,0,8100,80
141,2005,3,1230872,拒否,男性,1970,NA,1,2,0,0,3,0,0,25596,93
142,2005,3,1620816,許可,男性,1970,NA,0,0,0,0,1,0,0,0,NA
143,2005,3,1140014,拒否,男性,NA,NA,6,7,0,0,3,1,0,11448,44
144,2005,3,1350023,許可,女性,NA,NA,1,0,0,0,1,0,0,10800,114
145,2005,3,3510006,許可,男性,1970,NA,2,0,3,3,6,6,0,26352,36
146,2005,3,3640013,許可,男性,NA,NA,0,2,2,0,4,3,0,16848,66
147,2005,3,1790074,許可,女性,1960,NA,0,2,6,0,2,0,0,3672,72
148,2005,3,1790074,許可,男性,1990,NA,1,4,1,0,2,0,0,0,97
149,2005,3,1760012,許可,女性,NA,NA,0,3,0,0,8,2,0,61128,58
150,2005,3,1230865,許可,女性,1970,NA,1,2,0,0,8,0,0,6264,66
151,2005,3,2220022,許可,男性,NA,NA,0,0,7,0,2,4,0,9720,53
152,2005,3,2020001,許可,女性,1970,NA,0,1,1,0,6,0,0,42120,95
153,2005,3,1150045,許可,女性,1970,NA,0,2,0,0,2,0,0,32400,213
154,2005,3,NA,拒否,女性,1980,NA,0,1,0,0,0,0,0,0,NA
155,2005,3,2350035,許可,男性,1970,NA,0,0,10,0,1,4,0,59184,47
156,2005,3,1700013,許可,女性,1960,NA,0,9,0,0,2,1,0,3888,64
157,2005,3,1130033,拒否,女性,1970,NA,0,0,0,4,12,2,0,34992,39
158,2005,3,1640002,許可,女性,1970,NA,0,3,0,0,1,0,0,0,182
159,2005,3,1700003,許可,女性,1970,NA,1,7,1,0,9,0,0,11232,41
160,2005,3,2040022,許可,女性,1960,NA,0,6,0,0,4,0,0,11016,73
161,2005,3,1790076,許可,女性,NA,NA,0,15,0,0,9,0,0,0,30
162,2005,3,1140022,許可,女性,NA,NA,0,9,1,0,7,0,0,5832,42
163,2005,3,1800004,許可,男性,1970,NA,0,0,5,0,1,5,0,0,65
164,2005,3,1140023,許可,女性,1970,NA,2,7,0,0,0,0,0,5616,84
165,2005,3,1750083,許可,女性,NA,NA,0,1,0,0,0,0,0,2808,NA
166,2005,3,1230865,許可,男性,1980,NA,0,3,0,1,9,0,0,10800,53
167,2005,3,NA,許可,男性,1970,NA,1,1,0,3,6,3,0,0,55
168,2005,3,3502206,許可,女性,1950,NA,3,6,1,0,5,0,0,90504,44
169,2005,3,3350026,拒否,男性,NA,NA,0,0,1,0,0,0,0,0,NA
170,2005,3,1700013,許可,女性,NA,NA,1,17,0,0,3,0,0,13824,35
171,2005,3,1700011,拒否,女性,NA,NA,0,0,2,0,0,0,0,5940,48
172,2005,3,1140001,許可,女性,NA,NA,0,0,0,0,3,0,0,0,238
173,2005,3,1520002,許可,男性,1970,NA,0,0,0,1,17,0,0,38340,40
174,2005,3,1330061,許可,女性,1980,NA,0,0,0,2,6,0,0,0,94
175,2005,3,1200023,許可,男性,1970,NA,0,1,0,0,0,1,0,0,61
176,2005,3,1740051,許可,女性,NA,NA,0,6,0,0,4,0,0,6350,67
177,2005,3,1320035,許可,男性,NA,NA,0,2,0,1,11,0,0,27216,53
178,2005,3,1200006,許可,男性,NA,NA,0,1,0,0,0,0,0,0,NA
179,2005,3,2020004,許可,男性,1980,NA,0,3,0,0,2,0,0,11232,75
180,2005,3,1500001,許可,男性,1960,NA,0,16,0,0,0,0,0,0,48
181,2005,3,1760023,許可,女性,1970,NA,0,0,0,0,1,1,0,1944,35
182,2005,3,1660012,許可,女性,NA,NA,1,3,2,0,4,2,0,7776,60
183,2005,3,1700014,拒否,女性,1970,NA,1,9,0,0,0,0,0,2160,60
184,2006,3,3510012,許可,女性,1970,NA,3,7,0,1,2,0,0,3888,55
185,2006,3,1700001,許可,女性,1970,NA,0,3,2,0,1,1,0,2160,87
186,2006,3,1760021,許可,男性,NA,NA,0,1,0,0,0,1,0,0,72
187,2006,3,1100014,拒否,男性,1980,NA,0,0,0,0,1,1,0,3888,49
188,2006,3,3510022,許可,男性,1970,NA,0,1,1,1,2,0,0,0,169
189,2006,3,1700003,許可,女性,1980,NA,0,3,0,0,1,1,1,3456,61
190,2005,3,1080074,許可,男性,1970,NA,0,1,0,0,0,0,0,0,NA
191,2006,3,1710051,許可,男性,1990,NA,3,4,0,0,3,2,0,1944,57
192,2006,3,1700004,許可,男性,NA,NA,0,0,0,0,0,0,0,1080,NA
193,2006,3,1730024,許可,男性,NA,NA,1,5,0,0,2,1,0,9072,83
194,2006,3,2030032,拒否,男性,1970,NA,0,1,4,0,2,7,0,16848,48
195,2006,3,1700004,許可,女性,NA,NA,0,2,0,0,0,1,0,2808,293
196,2006,3,1680063,許可,女性,1970,NA,0,1,0,0,2,0,0,0,257
197,2006,3,1700001,拒否,男性,1980,NA,1,2,0,0,0,3,0,0,123
198,2006,3,1680062,許可,女性,1970,NA,0,3,0,0,3,0,0,0,109
199,2006,3,1140016,許可,女性,1970,NA,0,4,0,0,2,0,0,23868,121
200,2006,3,1620041,許可,女性,1980,NA,0,1,0,0,0,0,0,0,NA
201,2006,3,2720023,許可,男性,1980,NA,0,0,0,0,8,1,0,0,84
202,2006,3,3410044,拒否,男性,NA,NA,0,2,0,0,8,3,0,13392,58
203,2006,3,1700013,許可,女性,1970,NA,1,4,0,0,2,0,0,9720,95
204,2006,3,3570122,許可,女性,NA,NA,1,1,0,0,1,1,0,0,229
205,2006,3,1530051,許可,男性,NA,NA,3,5,1,0,3,2,0,7560,54
206,2006,3,1760006,拒否,女性,1970,NA,0,3,0,0,3,0,0,0,100
207,2006,3,2040023,許可,女性,NA,NA,0,1,0,0,0,0,0,3240,NA
208,2006,3,3600004,許可,女性,NA,NA,0,1,0,0,7,0,0,31536,90
209,2006,3,3320032,許可,男性,1970,NA,0,1,0,0,0,0,1,0,NA
210,2006,3,1790074,許可,女性,NA,NA,0,2,0,0,0,0,0,0,337
211,2006,3,3500441,許可,女性,NA,NA,0,1,1,0,4,1,0,0,108
212,2006,3,1250061,許可,女性,NA,NA,0,1,0,0,0,1,0,1944,43
213,2006,3,1740046,許可,女性,1980,NA,0,0,0,0,5,1,0,0,124
214,2006,3,3580021,許可,男性,1960,NA,0,0,8,0,0,7,0,0,47
215,2006,3,1160011,許可,男性,1970,NA,1,3,2,0,2,0,0,3240,91
216,2006,3,1140023,許可,女性,1970,NA,0,0,0,1,2,0,0,0,94
217,2006,3,1710043,許可,女性,NA,NA,0,2,1,0,0,1,0,0,115
218,2006,3,1730037,許可,女性,NA,NA,0,0,0,0,1,1,0,0,448
219,2006,3,1640011,許可,男性,1980,NA,1,0,0,0,0,0,0,0,NA
220,2006,3,3330834,許可,男性,1980,NA,1,3,4,0,1,4,0,20952,57
221,2006,3,3580006,許可,女性,1970,NA,0,1,0,3,8,1,0,11664,57
222,2006,3,3350021,許可,男性,1970,NA,1,1,0,1,0,0,0,0,108
223,2006,3,1110035,拒否,女性,1970,NA,0,0,0,1,7,0,0,0,82
224,2006,3,1140004,許可,女性,NA,NA,4,13,0,0,1,0,0,61128,40
225,2006,3,1790084,許可,女性,NA,NA,0,4,1,0,7,0,0,18576,60
226,2006,3,1500013,許可,女性,1970,NA,0,0,0,0,2,0,0,0,364
227,2006,3,3520025,許可,女性,1980,NA,0,4,0,0,1,1,0,1944,129
228,2006,3,3410018,許可,男性,1970,NA,0,5,1,0,4,1,0,14688,64
229,2006,3,1700012,許可,女性,NA,NA,3,1,0,3,0,0,0,5832,91
230,2006,3,1620815,許可,男性,1980,NA,1,1,2,1,1,1,0,11664,116
231,2006,3,NA,拒否,男性,1960,NA,0,1,6,0,0,1,0,59400,94
232,2006,3,1140014,許可,女性,NA,NA,2,6,1,0,7,2,1,12528,40
233,2006,3,1120012,許可,女性,1980,NA,0,0,1,0,0,0,0,0,NA
234,2006,3,1770034,許可,女性,NA,NA,0,0,0,2,1,1,0,0,172
235,2006,3,1750093,許可,女性,NA,NA,2,0,0,0,1,0,0,7560,178
236,2006,3,2020012,拒否,女性,NA,NA,1,1,0,0,0,0,0,0,323
237,2006,3,1580083,許可,男性,1980,NA,1,6,1,1,1,0,0,0,73
238,2006,3,3050044,許可,女性,NA,NA,0,1,0,0,0,0,0,0,NA
239,2006,3,1140023,許可,女性,NA,NA,0,1,2,0,0,3,0,3672,133
240,2006,3,3520014,許可,女性,NA,NA,0,1,0,0,0,0,0,0,NA
241,2006,3,1700013,許可,女性,NA,NA,0,3,0,1,0,1,0,4752,163
242,2006,3,3400025,拒否,女性,1970,NA,0,0,0,0,0,6,0,8856,126
243,2006,3,1760021,拒否,女性,NA,NA,1,5,3,0,3,0,0,8100,58
244,2006,3,1770041,許可,女性,NA,NA,1,5,0,0,12,0,0,0,42
245,2006,3,3501335,許可,女性,1970,NA,0,1,0,0,1,0,0,0,243
246,2006,3,NA,許可,男性,1980,NA,1,1,3,0,0,2,0,4104,109
247,2006,3,1700013,許可,女性,1960,NA,0,2,0,0,0,0,0,0,365
248,2006,3,3570126,許可,女性,NA,NA,0,1,1,0,2,2,0,0,63
249,2006,3,3490141,許可,男性,1980,NA,1,0,0,0,0,0,0,0,NA
250,2006,3,1710033,許可,男性,NA,NA,0,2,0,0,0,0,0,0,48
251,2006,3,1740072,許可,男性,1980,NA,0,2,4,0,0,4,0,1728,75
252,2006,3,1790081,許可,女性,1960,NA,0,1,0,0,0,0,0,0,NA
253,2006,3,3550205,拒否,男性,1980,NA,0,0,2,0,0,2,0,5400,104
254,2006,3,1700013,許可,女性,1970,NA,0,2,0,0,2,0,0,0,188
255,2006,3,1790084,許可,女性,1970,NA,3,7,0,0,0,0,0,28296,68
256,2006,3,1760002,許可,女性,1950,NA,1,10,0,0,11,0,0,50112,33
257,2006,3,1500000,拒否,女性,1970,NA,1,9,0,0,5,2,0,16416,42
258,2006,3,1420051,許可,女性,1970,NA,0,12,0,4,7,0,0,3888,32
259,2006,3,1760004,許可,男性,1970,NA,1,0,0,0,0,0,0,0,NA
260,2007,3,1730021,許可,女性,1970,NA,0,0,1,0,3,1,0,9720,134
261,2007,3,1700005,許可,女性,1960,NA,0,1,1,0,0,1,0,0,70
262,2007,3,1710052,拒否,女性,NA,NA,0,1,1,0,0,1,0,11880,238
263,2007,3,1230865,拒否,女性,NA,NA,0,3,3,0,1,3,0,84456,77
264,2007,3,1880011,許可,女性,NA,NA,0,0,0,0,4,0,0,11232,109
265,2007,3,1740071,許可,女性,1970,NA,0,0,0,1,3,1,0,6264,129
266,2007,3,1120012,拒否,男性,1970,NA,1,3,2,0,2,0,0,1944,90
267,2007,3,1710022,拒否,女性,1970,NA,0,1,1,0,0,0,0,0,46
268,2007,3,1730004,拒否,男性,1970,NA,1,0,0,0,0,0,0,0,NA
269,2007,3,1760004,拒否,女性,1970,NA,0,10,5,0,1,1,0,2160,43
270,2007,3,NA,許可,女性,1950,NA,1,5,0,1,4,1,0,0,65
271,2007,3,3530006,許可,女性,1970,NA,3,2,0,1,4,0,0,13824,69
272,2007,3,NA,拒否,男性,NA,NA,0,0,0,0,0,2,0,0,126
273,2007,3,1790084,許可,女性,1960,NA,0,3,3,0,2,3,0,41580,65
274,2007,3,1710031,許可,女性,1960,NA,0,1,0,0,6,3,0,0,74
275,2007,3,1120002,拒否,女性,1980,NA,0,2,4,1,1,2,0,0,76
276,2007,3,1100016,許可,女性,1970,NA,0,5,0,0,3,0,0,13608,83
277,2007,3,1750083,許可,女性,1970,NA,0,0,0,0,1,0,0,4968,NA
278,2007,3,1790084,許可,女性,1980,NA,0,4,0,0,1,0,0,0,107
279,2007,3,1780062,許可,男性,1970,NA,0,2,3,0,1,2,0,0,90
280,2007,3,1770034,許可,女性,1960,NA,0,2,0,2,11,1,0,15228,46
281,2007,3,1710014,許可,男性,1980,NA,4,4,8,0,0,5,0,0,35
282,2007,3,1730004,許可,男性,1960,NA,0,2,1,3,0,0,0,0,132
283,2007,3,1500001,許可,男性,1940,NA,6,3,0,0,1,0,0,36288,42
284,2007,3,1160012,許可,男性,1980,NA,0,1,0,0,7,2,0,0,71
285,2007,3,1150051,拒否,女性,1980,NA,0,0,1,0,0,0,0,0,NA
286,2007,3,2040012,許可,男性,1980,NA,0,1,0,0,9,0,0,4536,80
287,2007,3,3340002,許可,男性,NA,NA,0,2,0,0,4,4,0,7344,57
288,2007,3,170,許可,女性,NA,NA,0,0,0,0,1,0,0,0,NA
289,2007,3,2060812,許可,女性,1970,NA,0,0,0,0,1,0,0,0,NA
290,2007,3,1740063,許可,女性,1960,NA,0,10,0,0,1,4,0,8424,47
291,2007,3,1780061,許可,男性,1980,NA,0,0,0,0,8,0,0,0,94
292,2007,3,1700013,許可,女性,2000,NA,0,7,0,0,1,0,0,0,85
293,2007,3,3001532,許可,女性,1970,NA,0,0,0,1,0,0,0,0,NA
294,2007,3,1410031,拒否,男性,1970,NA,0,6,0,0,0,0,0,0,110
295,2007,3,1440034,許可,女性,1950,NA,0,1,0,0,5,1,0,0,102
296,2007,3,1440034,許可,女性,1970,NA,0,0,0,0,6,1,0,10152,102
297,2007,3,1210815,許可,女性,1970,NA,0,4,0,0,5,0,0,1944,75
298,2007,3,1730016,許可,女性,1980,NA,0,2,0,0,1,0,0,14688,173
299,2007,3,1530053,許可,女性,1980,NA,0,2,0,0,3,0,0,0,173
300,2007,3,1760005,許可,女性,1970,NA,2,5,1,0,3,0,0,0,63
301,2007,3,1860003,拒否,女性,1980,NA,0,0,0,0,0,2,0,0,154
302,2007,3,1310031,許可,男性,1970,NA,2,6,0,1,2,0,0,0,62
303,2007,3,1500001,許可,女性,1970,NA,0,1,0,2,3,0,0,3888,137
304,2007,3,3560050,許可,女性,1980,NA,1,1,0,0,1,0,0,1080,304
305,2007,3,1140023,許可,女性,1960,NA,1,0,0,0,0,0,0,0,NA
306,2007,3,1120012,許可,男性,1980,NA,0,0,1,0,0,0,0,0,NA
307,2007,3,2310023,許可,女性,1980,NA,0,1,0,2,3,0,0,2808,109
308,2007,3,1750045,不明,女性,1970,NA,0,7,0,0,0,0,0,0,103
309,2007,3,1030016,許可,女性,1980,NA,0,1,0,2,4,0,0,0,107
310,2007,3,1120012,許可,女性,1970,NA,0,0,0,1,5,1,0,0,84
311,2007,3,2700163,許可,女性,1980,NA,0,0,0,0,1,1,0,0,196
312,2007,3,9893201,許可,女性,1950,NA,1,0,0,0,0,1,0,0,527
313,2007,3,1020071,許可,女性,1970,NA,0,4,0,2,17,0,0,42012,32
314,2007,3,1160014,許可,男性,1980,NA,0,1,0,0,2,0,0,5832,101
315,2007,3,1770041,許可,男性,1980,NA,0,0,0,0,2,0,0,0,56
316,2007,3,1650033,許可,女性,NA,NA,0,0,0,0,1,1,0,5616,204
317,2007,3,7000011,許可,女性,1970,NA,0,0,0,0,4,0,0,0,179
318,2007,3,NA,拒否,女性,1980,NA,2,0,0,1,5,0,0,0,88
319,2007,3,1810015,許可,女性,1980,NA,0,0,0,2,9,0,0,3888,63
320,2007,3,2410001,許可,女性,1970,NA,0,1,0,0,0,0,0,0,NA
321,2007,3,NA,許可,女性,NA,NA,2,0,0,0,1,0,0,0,61
322,2007,3,1350023,許可,女性,1970,NA,1,6,0,0,6,4,0,19440,39
323,2007,3,1890001,許可,女性,NA,NA,0,4,0,0,2,2,0,4968,94
324,2007,3,1850013,許可,女性,1980,NA,0,2,0,0,0,0,0,0,119
325,2007,3,NA,許可,女性,NA,NA,0,1,1,0,1,0,0,0,298
326,2007,3,1240001,許可,女性,1970,NA,0,1,0,0,0,0,0,0,NA
327,2007,3,1810011,拒否,男性,1980,NA,1,4,0,1,6,5,0,0,43
328,2007,3,1750092,許可,男性,1970,NA,1,1,0,0,0,0,0,0,49
329,2007,3,NA,拒否,男性,1980,NA,0,0,2,0,0,0,0,0,64
