customer_id,first_year,first_store,zip_code,dm,sex,birth_age,comment,morning_count_weekday,evening_count_weekday,night_count_weekday,morning_count_holiday,evening_count_holiday,night_count_holiday,remake_count,total_item_money,visit_interval,cluster_id
50,2003.0,3,1140023.0,許可,女性,1970.0,,0,1,0,0,2,1,0,0,22.0,3
51,2003.0,3,1120014.0,許可,女性,,,0,5,0,0,1,0,0,0,121.0,0
52,2003.0,3,1140002.0,許可,女性,,,0,0,0,1,0,0,0,0,,1
53,2004.0,3,1730005.0,許可,男性,1970.0,,0,3,0,1,4,1,0,1728,83.0,3
54,2004.0,3,1730005.0,許可,男性,,,0,1,0,0,0,0,0,1944,,0
55,2004.0,3,1740073.0,許可,女性,1960.0,,0,2,0,0,1,0,0,0,244.0,0
56,2004.0,3,1740043.0,許可,女性,,,0,0,0,0,1,0,0,0,,3
57,2004.0,3,1460085.0,許可,男性,1970.0,,4,1,0,1,3,1,0,10368,78.0,3
58,2004.0,3,3520033.0,拒否,男性,1960.0,,0,1,6,0,0,5,0,1296,56.0,2
59,2004.0,3,1730021.0,拒否,女性,1960.0,,1,1,0,2,6,1,0,21816,66.0,3
60,2004.0,3,1760012.0,拒否,男性,1970.0,,2,0,4,0,1,8,0,41040,48.0,1
61,2004.0,3,1530043.0,許可,男性,1950.0,,0,6,1,0,2,0,0,0,78.0,0
62,2004.0,3,3330866.0,許可,男性,1970.0,,0,0,19,0,0,4,0,0,31.0,2
63,2004.0,3,2020004.0,許可,女性,1970.0,,0,1,0,0,0,0,0,0,,0
64,2004.0,3,1690075.0,許可,男性,,,0,0,1,0,1,0,0,2808,55.0,2
65,2004.0,3,1510073.0,許可,女性,1970.0,,3,5,0,0,1,0,0,28404,78.0,0
66,2004.0,3,2030013.0,許可,男性,1970.0,,0,2,0,0,0,0,0,0,49.0,0
67,2004.0,3,1130021.0,許可,女性,,,0,5,0,0,0,0,0,0,169.0,0
68,2004.0,3,,拒否,女性,,,2,2,1,0,0,0,1,8424,168.0,0
69,2004.0,3,3330848.0,許可,女性,1980.0,,0,1,0,0,0,0,0,0,,0
70,2004.0,3,1160002.0,許可,女性,1980.0,,0,6,1,0,0,1,0,0,88.0,0
71,2004.0,3,1670023.0,許可,女性,1980.0,,1,14,0,0,3,0,0,9504,40.0,0
72,2004.0,3,1710021.0,許可,男性,1970.0,,0,4,1,0,0,0,0,0,139.0,0
73,2004.0,3,1710014.0,許可,女性,,,0,2,0,0,3,0,0,0,149.0,3
74,2004.0,3,1730021.0,許可,女性,,,2,5,3,0,0,0,0,3456,72.0,0
75,2004.0,3,1710043.0,許可,男性,1980.0,,0,0,1,0,0,0,0,0,,2
76,2004.0,3,1710043.0,拒否,男性,,,0,0,0,1,5,3,0,2808,81.0,3
77,2004.0,3,1120011.0,許可,男性,1970.0,,0,0,0,1,1,0,0,0,41.0,3
78,2004.0,3,1700014.0,許可,女性,,,0,2,0,0,13,0,0,21168,48.0,3
79,2004.0,3,4680011.0,許可,女性,,,0,2,1,0,0,1,0,21600,181.0,0
80,2004.0,3,1120002.0,許可,男性,1980.0,,1,4,1,0,6,0,0,10800,60.0,3
81,2004.0,3,1790083.0,許可,女性,1970.0,,0,0,2,0,4,2,0,0,41.0,3
82,2004.0,3,,許可,男性,,,0,0,1,0,0,0,0,0,,2
83,2004.0,3,8620950.0,許可,女性,1970.0,,0,2,0,0,2,1,0,0,111.0,3
84,2004.0,3,1120002.0,拒否,男性,,,0,0,10,0,1,4,0,1944,49.0,2
85,2004.0,3,3520014.0,拒否,女性,1980.0,,0,0,0,0,6,0,0,0,117.0,3
86,2004.0,3,1730023.0,許可,女性,1970.0,,2,0,0,0,0,0,0,0,133.0,1
87,2004.0,3,1730037.0,拒否,女性,,,0,1,2,0,2,1,0,1080,119.0,2
88,2004.0,3,1860004.0,許可,女性,,,1,2,0,0,3,1,0,5832,111.0,3
89,2004.0,3,1760023.0,許可,女性,,,0,1,0,2,0,0,0,3456,248.0,0
90,2004.0,3,1610032.0,拒否,女性,1970.0,,1,7,5,0,8,1,0,3024,30.0,3
91,2004.0,3,1740071.0,許可,女性,1970.0,,0,2,7,0,1,3,0,33156,56.0,2
92,2004.0,3,1230872.0,拒否,女性,1970.0,,0,0,3,0,0,0,0,0,205.0,2
93,2004.0,3,3500811.0,許可,女性,1970.0,,0,1,1,0,0,0,0,0,151.0,2
94,2004.0,3,1700012.0,拒否,女性,,,0,1,0,0,0,0,0,7020,,0
95,2004.0,3,3490124.0,許可,女性,,,3,7,0,0,23,0,0,19008,22.0,3
96,2004.0,3,1140016.0,拒否,女性,1980.0,,0,1,0,0,2,0,0,0,81.0,3
97,2004.0,3,3510115.0,許可,女性,,,0,4,0,0,2,0,0,3888,122.0,0
98,2004.0,3,1820006.0,許可,女性,1970.0,,0,5,0,0,1,0,0,6480,90.0,0
99,2005.0,3,3360021.0,拒否,女性,,,0,1,5,0,0,8,0,0,49.0,1
100,2005.0,3,1700003.0,許可,女性,,,0,8,0,0,4,0,0,6696,61.0,0
101,2005.0,3,,拒否,男性,1970.0,,0,0,1,0,0,0,0,2808,,2
102,2005.0,3,,拒否,男性,1970.0,,0,2,4,0,2,14,0,7992,33.0,1
103,2005.0,3,1760013.0,拒否,女性,,,0,1,1,0,3,4,1,1944,77.0,1
104,2005.0,3,1730036.0,許可,女性,,,0,9,0,0,2,9,0,7776,36.0,0
105,2005.0,3,1120012.0,許可,男性,1980.0,,0,0,0,3,3,2,0,0,82.0,3
106,2005.0,3,2040002.0,拒否,男性,1970.0,,0,4,0,0,2,0,0,0,38.0,0
107,2005.0,3,1760002.0,許可,女性,,,21,3,0,0,2,0,0,0,28.0,1
108,2005.0,3,1790085.0,許可,女性,,,0,2,0,0,1,2,0,10800,55.0,0
109,2005.0,3,1140024.0,許可,女性,,,2,7,0,0,1,0,0,17172,74.0,0
110,2005.0,3,1750083.0,許可,女性,1960.0,,0,3,0,0,2,0,0,10800,129.0,0
111,2005.0,3,1310031.0,許可,女性,1980.0,,1,3,1,0,4,0,0,5184,79.0,3
112,2005.0,3,3350025.0,許可,女性,,,0,3,1,0,15,2,0,16200,36.0,3
113,2005.0,3,3580004.0,許可,男性,1970.0,,0,1,1,0,0,0,0,0,154.0,2
114,2005.0,3,1160011.0,拒否,女性,,,1,1,0,0,4,2,0,0,91.0,3
115,2005.0,3,1120001.0,許可,女性,1960.0,,0,0,0,5,9,1,0,0,48.0,3
116,2005.0,3,1710014.0,許可,男性,1980.0,,0,0,1,0,0,0,0,0,,2
117,2005.0,3,1700001.0,拒否,女性,1980.0,,4,1,1,3,4,1,0,0,53.0,3
118,2005.0,3,1780063.0,拒否,男性,1960.0,,0,0,0,0,15,9,4,0,30.0,3
119,2005.0,3,2150003.0,許可,女性,1970.0,,0,0,0,1,0,0,0,0,,1
120,2005.0,3,,拒否,女性,,,0,11,2,0,2,1,0,0,43.0,0
121,2005.0,3,1160014.0,許可,女性,1960.0,,0,6,1,0,1,0,0,34884,90.0,0
122,2005.0,3,1650031.0,許可,男性,1980.0,,0,1,1,0,0,0,0,0,20.0,2
123,2005.0,3,1250053.0,許可,男性,1980.0,,0,0,0,0,1,0,0,0,,3
124,2005.0,3,3550327.0,許可,男性,,,0,0,0,0,12,2,0,5832,50.0,3
125,2005.0,3,1760024.0,許可,女性,1970.0,,0,0,0,0,1,0,0,0,,3
126,2005.0,3,1420063.0,許可,女性,,,0,1,1,0,0,3,0,18144,55.0,1
127,2005.0,3,3350002.0,拒否,女性,,,0,0,0,0,0,0,0,3024,,2
128,2005.0,3,1760012.0,許可,男性,,,1,8,0,0,1,4,0,0,50.0,0
129,2005.0,3,,拒否,男性,,,0,7,0,0,4,0,0,8424,56.0,0
130,2005.0,3,1760002.0,許可,男性,1960.0,,0,1,0,0,0,0,0,0,,0
131,2005.0,3,1310031.0,許可,女性,1970.0,,0,0,0,1,2,1,0,6372,91.0,3
132,2005.0,3,1790084.0,許可,女性,,,0,0,1,0,1,1,0,6480,312.0,2
133,2005.0,3,1160002.0,許可,女性,1980.0,,0,3,0,0,4,0,0,14256,89.0,3
134,2005.0,3,1710043.0,許可,女性,,,0,3,0,1,2,0,0,20952,117.0,0
135,2005.0,3,1130033.0,拒否,男性,1980.0,,0,2,3,0,0,1,0,5616,48.0,2
136,2005.0,3,2030014.0,許可,男性,1980.0,,1,0,0,9,9,2,0,0,35.0,3
137,2005.0,3,2030052.0,許可,女性,,,0,8,0,0,1,0,0,15120,77.0,0
138,2005.0,3,1610031.0,拒否,女性,1970.0,,0,0,1,0,0,0,0,0,,2
139,2005.0,3,1610032.0,許可,女性,,,0,2,0,0,2,1,0,31104,159.0,3
140,2005.0,3,1700003.0,許可,女性,,,0,1,3,0,1,3,0,8100,80.0,2
141,2005.0,3,1230872.0,拒否,男性,1970.0,,1,2,0,0,3,0,0,25596,93.0,3
142,2005.0,3,1620816.0,許可,男性,1970.0,,0,0,0,0,1,0,0,0,,3
143,2005.0,3,1140014.0,拒否,男性,,,6,7,0,0,3,1,0,11448,44.0,0
144,2005.0,3,1350023.0,許可,女性,,,1,0,0,0,1,0,0,10800,114.0,3
145,2005.0,3,3510006.0,許可,男性,1970.0,,2,0,3,3,6,6,0,26352,36.0,1
146,2005.0,3,3640013.0,許可,男性,,,0,2,2,0,4,3,0,16848,66.0,3
147,2005.0,3,1790074.0,許可,女性,1960.0,,0,2,6,0,2,0,0,3672,72.0,2
148,2005.0,3,1790074.0,許可,男性,1990.0,,1,4,1,0,2,0,0,0,97.0,0
149,2005.0,3,1760012.0,許可,女性,,,0,3,0,0,8,2,0,61128,58.0,3
150,2005.0,3,1230865.0,許可,女性,1970.0,,1,2,0,0,8,0,0,6264,66.0,3
151,2005.0,3,2220022.0,許可,男性,,,0,0,7,0,2,4,0,9720,53.0,2
152,2005.0,3,2020001.0,許可,女性,1970.0,,0,1,1,0,6,0,0,42120,95.0,3
153,2005.0,3,1150045.0,許可,女性,1970.0,,0,2,0,0,2,0,0,32400,213.0,3
154,2005.0,3,,拒否,女性,1980.0,,0,1,0,0,0,0,0,0,,0
155,2005.0,3,2350035.0,許可,男性,1970.0,,0,0,10,0,1,4,0,59184,47.0,2
156,2005.0,3,1700013.0,許可,女性,1960.0,,0,9,0,0,2,1,0,3888,64.0,0
157,2005.0,3,1130033.0,拒否,女性,1970.0,,0,0,0,4,12,2,0,34992,39.0,3
158,2005.0,3,1640002.0,許可,女性,1970.0,,0,3,0,0,1,0,0,0,182.0,0
159,2005.0,3,1700003.0,許可,女性,1970.0,,1,7,1,0,9,0,0,11232,41.0,3
160,2005.0,3,2040022.0,許可,女性,1960.0,,0,6,0,0,4,0,0,11016,73.0,0
161,2005.0,3,1790076.0,許可,女性,,,0,15,0,0,9,0,0,0,30.0,0
162,2005.0,3,1140022.0,許可,女性,,,0,9,1,0,7,0,0,5832,42.0,0
163,2005.0,3,1800004.0,許可,男性,1970.0,,0,0,5,0,1,5,0,0,65.0,2
164,2005.0,3,1140023.0,許可,女性,1970.0,,2,7,0,0,0,0,0,5616,84.0,0
165,2005.0,3,1750083.0,許可,女性,,,0,1,0,0,0,0,0,2808,,0
166,2005.0,3,1230865.0,許可,男性,1980.0,,0,3,0,1,9,0,0,10800,53.0,3
167,2005.0,3,,許可,男性,1970.0,,1,1,0,3,6,3,0,0,55.0,3
168,2005.0,3,3502206.0,許可,女性,1950.0,,3,6,1,0,5,0,0,90504,44.0,0
169,2005.0,3,3350026.0,拒否,男性,,,0,0,1,0,0,0,0,0,,2
170,2005.0,3,1700013.0,許可,女性,,,1,17,0,0,3,0,0,13824,35.0,0
171,2005.0,3,1700011.0,拒否,女性,,,0,0,2,0,0,0,0,5940,48.0,2
172,2005.0,3,1140001.0,許可,女性,,,0,0,0,0,3,0,0,0,238.0,3
173,2005.0,3,1520002.0,許可,男性,1970.0,,0,0,0,1,17,0,0,38340,40.0,3
174,2005.0,3,1330061.0,許可,女性,1980.0,,0,0,0,2,6,0,0,0,94.0,3
175,2005.0,3,1200023.0,許可,男性,1970.0,,0,1,0,0,0,1,0,0,61.0,0
176,2005.0,3,1740051.0,許可,女性,,,0,6,0,0,4,0,0,6350,67.0,0
177,2005.0,3,1320035.0,許可,男性,,,0,2,0,1,11,0,0,27216,53.0,3
178,2005.0,3,1200006.0,許可,男性,,,0,1,0,0,0,0,0,0,,0
179,2005.0,3,2020004.0,許可,男性,1980.0,,0,3,0,0,2,0,0,11232,75.0,0
180,2005.0,3,1500001.0,許可,男性,1960.0,,0,16,0,0,0,0,0,0,48.0,0
181,2005.0,3,1760023.0,許可,女性,1970.0,,0,0,0,0,1,1,0,1944,35.0,3
182,2005.0,3,1660012.0,許可,女性,,,1,3,2,0,4,2,0,7776,60.0,3
183,2005.0,3,1700014.0,拒否,女性,1970.0,,1,9,0,0,0,0,0,2160,60.0,0
184,2006.0,3,3510012.0,許可,女性,1970.0,,3,7,0,1,2,0,0,3888,55.0,0
185,2006.0,3,1700001.0,許可,女性,1970.0,,0,3,2,0,1,1,0,2160,87.0,0
186,2006.0,3,1760021.0,許可,男性,,,0,1,0,0,0,1,0,0,72.0,0
187,2006.0,3,1100014.0,拒否,男性,1980.0,,0,0,0,0,1,1,0,3888,49.0,3
188,2006.0,3,3510022.0,許可,男性,1970.0,,0,1,1,1,2,0,0,0,169.0,3
189,2006.0,3,1700003.0,許可,女性,1980.0,,0,3,0,0,1,1,1,3456,61.0,0
190,2005.0,3,1080074.0,許可,男性,1970.0,,0,1,0,0,0,0,0,0,,0
191,2006.0,3,1710051.0,許可,男性,1990.0,,3,4,0,0,3,2,0,1944,57.0,0
192,2006.0,3,1700004.0,許可,男性,,,0,0,0,0,0,0,0,1080,,2
193,2006.0,3,1730024.0,許可,男性,,,1,5,0,0,2,1,0,9072,83.0,0
194,2006.0,3,2030032.0,拒否,男性,1970.0,,0,1,4,0,2,7,0,16848,48.0,1
195,2006.0,3,1700004.0,許可,女性,,,0,2,0,0,0,1,0,2808,293.0,0
196,2006.0,3,1680063.0,許可,女性,1970.0,,0,1,0,0,2,0,0,0,257.0,3
197,2006.0,3,1700001.0,拒否,男性,1980.0,,1,2,0,0,0,3,0,0,123.0,1
198,2006.0,3,1680062.0,許可,女性,1970.0,,0,3,0,0,3,0,0,0,109.0,3
199,2006.0,3,1140016.0,許可,女性,1970.0,,0,4,0,0,2,0,0,23868,121.0,0
200,2006.0,3,1620041.0,許可,女性,1980.0,,0,1,0,0,0,0,0,0,,0
201,2006.0,3,2720023.0,許可,男性,1980.0,,0,0,0,0,8,1,0,0,84.0,3
202,2006.0,3,3410044.0,拒否,男性,,,0,2,0,0,8,3,0,13392,58.0,3
203,2006.0,3,1700013.0,許可,女性,1970.0,,1,4,0,0,2,0,0,9720,95.0,0
204,2006.0,3,3570122.0,許可,女性,,,1,1,0,0,1,1,0,0,229.0,1
205,2006.0,3,1530051.0,許可,男性,,,3,5,1,0,3,2,0,7560,54.0,0
206,2006.0,3,1760006.0,拒否,女性,1970.0,,0,3,0,0,3,0,0,0,100.0,3
207,2006.0,3,2040023.0,許可,女性,,,0,1,0,0,0,0,0,3240,,0
208,2006.0,3,3600004.0,許可,女性,,,0,1,0,0,7,0,0,31536,90.0,3
209,2006.0,3,3320032.0,許可,男性,1970.0,,0,1,0,0,0,0,1,0,,0
210,2006.0,3,1790074.0,許可,女性,,,0,2,0,0,0,0,0,0,337.0,0
211,2006.0,3,3500441.0,許可,女性,,,0,1,1,0,4,1,0,0,108.0,3
212,2006.0,3,1250061.0,許可,女性,,,0,1,0,0,0,1,0,1944,43.0,0
213,2006.0,3,1740046.0,許可,女性,1980.0,,0,0,0,0,5,1,0,0,124.0,3
214,2006.0,3,3580021.0,許可,男性,1960.0,,0,0,8,0,0,7,0,0,47.0,2
215,2006.0,3,1160011.0,許可,男性,1970.0,,1,3,2,0,2,0,0,3240,91.0,0
216,2006.0,3,1140023.0,許可,女性,1970.0,,0,0,0,1,2,0,0,0,94.0,3
217,2006.0,3,1710043.0,許可,女性,,,0,2,1,0,0,1,0,0,115.0,0
218,2006.0,3,1730037.0,許可,女性,,,0,0,0,0,1,1,0,0,448.0,3
219,2006.0,3,1640011.0,許可,男性,1980.0,,1,0,0,0,0,0,0,0,,1
220,2006.0,3,3330834.0,許可,男性,1980.0,,1,3,4,0,1,4,0,20952,57.0,2
221,2006.0,3,3580006.0,許可,女性,1970.0,,0,1,0,3,8,1,0,11664,57.0,3
222,2006.0,3,3350021.0,許可,男性,1970.0,,1,1,0,1,0,0,0,0,108.0,0
223,2006.0,3,1110035.0,拒否,女性,1970.0,,0,0,0,1,7,0,0,0,82.0,3
224,2006.0,3,1140004.0,許可,女性,,,4,13,0,0,1,0,0,61128,40.0,0
225,2006.0,3,1790084.0,許可,女性,,,0,4,1,0,7,0,0,18576,60.0,3
226,2006.0,3,1500013.0,許可,女性,1970.0,,0,0,0,0,2,0,0,0,364.0,3
227,2006.0,3,3520025.0,許可,女性,1980.0,,0,4,0,0,1,1,0,1944,129.0,0
228,2006.0,3,3410018.0,許可,男性,1970.0,,0,5,1,0,4,1,0,14688,64.0,0
229,2006.0,3,1700012.0,許可,女性,,,3,1,0,3,0,0,0,5832,91.0,1
230,2006.0,3,1620815.0,許可,男性,1980.0,,1,1,2,1,1,1,0,11664,116.0,2
231,2006.0,3,,拒否,男性,1960.0,,0,1,6,0,0,1,0,59400,94.0,2
232,2006.0,3,1140014.0,許可,女性,,,2,6,1,0,7,2,1,12528,40.0,3
233,2006.0,3,1120012.0,許可,女性,1980.0,,0,0,1,0,0,0,0,0,,2
234,2006.0,3,1770034.0,許可,女性,,,0,0,0,2,1,1,0,0,172.0,1
235,2006.0,3,1750093.0,許可,女性,,,2,0,0,0,1,0,0,7560,178.0,1
236,2006.0,3,2020012.0,拒否,女性,,,1,1,0,0,0,0,0,0,323.0,0
237,2006.0,3,1580083.0,許可,男性,1980.0,,1,6,1,1,1,0,0,0,73.0,0
238,2006.0,3,3050044.0,許可,女性,,,0,1,0,0,0,0,0,0,,0
239,2006.0,3,1140023.0,許可,女性,,,0,1,2,0,0,3,0,3672,133.0,1
240,2006.0,3,3520014.0,許可,女性,,,0,1,0,0,0,0,0,0,,0
241,2006.0,3,1700013.0,許可,女性,,,0,3,0,1,0,1,0,4752,163.0,0
242,2006.0,3,3400025.0,拒否,女性,1970.0,,0,0,0,0,0,6,0,8856,126.0,1
243,2006.0,3,1760021.0,拒否,女性,,,1,5,3,0,3,0,0,8100,58.0,0
244,2006.0,3,1770041.0,許可,女性,,,1,5,0,0,12,0,0,0,42.0,3
245,2006.0,3,3501335.0,許可,女性,1970.0,,0,1,0,0,1,0,0,0,243.0,3
246,2006.0,3,,許可,男性,1980.0,,1,1,3,0,0,2,0,4104,109.0,2
247,2006.0,3,1700013.0,許可,女性,1960.0,,0,2,0,0,0,0,0,0,365.0,0
248,2006.0,3,3570126.0,許可,女性,,,0,1,1,0,2,2,0,0,63.0,3
249,2006.0,3,3490141.0,許可,男性,1980.0,,1,0,0,0,0,0,0,0,,1
250,2006.0,3,1710033.0,許可,男性,,,0,2,0,0,0,0,0,0,48.0,0
251,2006.0,3,1740072.0,許可,男性,1980.0,,0,2,4,0,0,4,0,1728,75.0,2
252,2006.0,3,1790081.0,許可,女性,1960.0,,0,1,0,0,0,0,0,0,,0
253,2006.0,3,3550205.0,拒否,男性,1980.0,,0,0,2,0,0,2,0,5400,104.0,2
254,2006.0,3,1700013.0,許可,女性,1970.0,,0,2,0,0,2,0,0,0,188.0,3
255,2006.0,3,1790084.0,許可,女性,1970.0,,3,7,0,0,0,0,0,28296,68.0,0
256,2006.0,3,1760002.0,許可,女性,1950.0,,1,10,0,0,11,0,0,50112,33.0,3
257,2006.0,3,1500000.0,拒否,女性,1970.0,,1,9,0,0,5,2,0,16416,42.0,0
258,2006.0,3,1420051.0,許可,女性,1970.0,,0,12,0,4,7,0,0,3888,32.0,0
259,2006.0,3,1760004.0,許可,男性,1970.0,,1,0,0,0,0,0,0,0,,1
260,2007.0,3,1730021.0,許可,女性,1970.0,,0,0,1,0,3,1,0,9720,134.0,3
261,2007.0,3,1700005.0,許可,女性,1960.0,,0,1,1,0,0,1,0,0,70.0,2
262,2007.0,3,1710052.0,拒否,女性,,,0,1,1,0,0,1,0,11880,238.0,2
263,2007.0,3,1230865.0,拒否,女性,,,0,3,3,0,1,3,0,84456,77.0,2
264,2007.0,3,1880011.0,許可,女性,,,0,0,0,0,4,0,0,11232,109.0,3
265,2007.0,3,1740071.0,許可,女性,1970.0,,0,0,0,1,3,1,0,6264,129.0,3
266,2007.0,3,1120012.0,拒否,男性,1970.0,,1,3,2,0,2,0,0,1944,90.0,0
267,2007.0,3,1710022.0,拒否,女性,1970.0,,0,1,1,0,0,0,0,0,46.0,2
268,2007.0,3,1730004.0,拒否,男性,1970.0,,1,0,0,0,0,0,0,0,,1
269,2007.0,3,1760004.0,拒否,女性,1970.0,,0,10,5,0,1,1,0,2160,43.0,0
270,2007.0,3,,許可,女性,1950.0,,1,5,0,1,4,1,0,0,65.0,0
271,2007.0,3,3530006.0,許可,女性,1970.0,,3,2,0,1,4,0,0,13824,69.0,3
272,2007.0,3,,拒否,男性,,,0,0,0,0,0,2,0,0,126.0,1
273,2007.0,3,1790084.0,許可,女性,1960.0,,0,3,3,0,2,3,0,41580,65.0,2
274,2007.0,3,1710031.0,許可,女性,1960.0,,0,1,0,0,6,3,0,0,74.0,3
275,2007.0,3,1120002.0,拒否,女性,1980.0,,0,2,4,1,1,2,0,0,76.0,2
276,2007.0,3,1100016.0,許可,女性,1970.0,,0,5,0,0,3,0,0,13608,83.0,0
277,2007.0,3,1750083.0,許可,女性,1970.0,,0,0,0,0,1,0,0,4968,,3
278,2007.0,3,1790084.0,許可,女性,1980.0,,0,4,0,0,1,0,0,0,107.0,0
279,2007.0,3,1780062.0,許可,男性,1970.0,,0,2,3,0,1,2,0,0,90.0,2
280,2007.0,3,1770034.0,許可,女性,1960.0,,0,2,0,2,11,1,0,15228,46.0,3
281,2007.0,3,1710014.0,許可,男性,1980.0,,4,4,8,0,0,5,0,0,35.0,2
282,2007.0,3,1730004.0,許可,男性,1960.0,,0,2,1,3,0,0,0,0,132.0,0
283,2007.0,3,1500001.0,許可,男性,1940.0,,6,3,0,0,1,0,0,36288,42.0,0
284,2007.0,3,1160012.0,許可,男性,1980.0,,0,1,0,0,7,2,0,0,71.0,3
285,2007.0,3,1150051.0,拒否,女性,1980.0,,0,0,1,0,0,0,0,0,,2
286,2007.0,3,2040012.0,許可,男性,1980.0,,0,1,0,0,9,0,0,4536,80.0,3
287,2007.0,3,3340002.0,許可,男性,,,0,2,0,0,4,4,0,7344,57.0,3
288,2007.0,3,170.0,許可,女性,,,0,0,0,0,1,0,0,0,,3
289,2007.0,3,2060812.0,許可,女性,1970.0,,0,0,0,0,1,0,0,0,,3
