zip_code,lat,long
1320001,35.704193,139.887549
1320011,35.699967,139.895374
1320013,35.68803,139.905984
1320014,35.690397,139.899573
1320015,35.692589,139.895093
1320021,35.707153,139.86949
1320022,35.70518,139.876983
1320023,35.700136,139.877243
1320024,35.699768,139.883572
1320025,35.700493,139.869863
1320031,35.704467,139.86523
1320032,35.699079,139.863355
1320033,35.70088,139.866991
1320034,35.691507,139.850347
1320035,35.703204,139.850661
1330002,35.700134,139.900452
1330042,35.722876,139.876103
1330043,35.714539,139.876418
1330051,35.736381,139.889392
1330052,35.721937,139.892878
1330053,35.72025,139.895757
1330054,35.714382,139.901011
1330055,35.713929,139.894608
1330056,35.71995,139.885627
1330057,35.73332,139.879589
1330061,35.708441,139.906307
1330063,35.697894,139.91685
1330064,35.697691,139.913152
1330065,35.69444,139.906761
1340003,35.682517,139.87783
1340013,35.679776,139.886774
1340015,35.682121,139.884465
1340081,35.679235,139.858746
1340082,35.676937,139.863513
1340083,35.671222,139.870023
1340084,35.671189,139.879751
1340085,35.653494,139.869901
1340086,35.651166,139.853516
1340087,35.661477,139.854223
1340088,35.671752,139.854046
1340091,35.685647,139.862002
1340093,35.681564,139.873026
1350000,35.655064,139.810074
1350001,35.690811,139.814196
1350003,35.685974,139.811085
1350004,35.68752,139.797203
1350005,35.684912,139.799876
1350007,35.688926,139.792883
1350011,35.683521,139.812349
1350014,35.681079,139.812783
1350015,35.678302,139.812547
1350016,35.66675,139.810895
1350021,35.682638,139.799755
1350022,35.679806,139.799938
1350023,35.678023,139.799834
1350024,35.681538,139.792905
1350031,35.677172,139.790152
1350032,35.675848,139.793445
1350033,35.677323,139.795958
1350034,35.674497,139.78911
1350041,35.674541,139.801038
1350042,35.666632,139.803852
1350043,35.660876,139.800515
1350044,35.670788,139.790321
1350045,35.668879,139.794739
1350046,35.670835,139.793711
1350047,35.671574,139.799253
1350048,35.673297,139.794537
1350051,35.656037,139.804065
1350052,35.656271,139.812161
1350053,35.650844,139.809205
1350061,35.661795,139.792314
1350062,35.647307,139.801993
1350063,35.639135,139.790022
1350064,35.624133,139.775573
1350091,35.627735,139.773009
1360071,35.694635,139.822005
1360072,35.687877,139.823343
1360073,35.682336,139.82302
1360074,35.683006,139.840658
1360075,35.662049,139.822847
1360076,35.67755,139.823364
1400000,35.613024,139.734406
1400001,35.622946,139.74037
1400002,35.620446,139.744796
1400003,35.613652,139.755937
1400004,35.615252,139.743425
1400011,35.604341,139.745681
1400012,35.59899,139.745442
1400013,35.594987,139.738225
1400014,35.605846,139.732324
1400015,35.601768,139.725124
1410001,35.621118,139.73282
1410021,35.634261,139.723783
1410022,35.626324,139.726034
1410031,35.624116,139.722848
1410032,35.618708,139.73094
1410033,35.611999,139.729376
1420041,35.615999,139.719918
1420042,35.614011,139.723105
1420043,35.607077,139.727177
1420051,35.615273,139.715401
1420052,35.610507,139.713179
1420053,35.612915,139.711088
1420054,35.613236,139.708211
1420061,35.623124,139.706522
1420062,35.622517,139.710356
1420063,35.6199,139.713736
1420064,35.608976,139.702783
1430011,35.584517,139.737302
1430012,35.57601,139.738603
1430013,35.563954,139.738441
1430014,35.570307,139.733113
1430015,35.577485,139.724714
1430016,35.586596,139.729103
1430021,35.599913,139.705435
1430022,35.596103,139.714576
1430023,35.592875,139.724839
1430024,35.581064,139.719541
1430025,35.591869,139.713803
1430026,35.589798,139.705398
1430027,35.596463,139.705174
1440000,35.56827,139.731003
1440031,35.564091,139.728969
1440033,35.559284,139.740897
1440034,35.558554,139.730599
1440035,35.558519,139.725168
1440042,35.553168,139.749528
1440043,35.550433,139.742826
1440044,35.546511,139.728056
1440045,35.547308,139.723926
1440046,35.552418,139.720195
1440047,35.55119,139.72632
1440051,35.571001,139.713575
1440052,35.565915,139.719861
1440053,35.557354,139.715694
1440054,35.558467,139.711473
1440055,35.553768,139.71554
1440056,35.553142,139.708128
1450061,35.602609,139.682505
1450062,35.609673,139.688555
1450063,35.603619,139.694515
1450064,35.600932,139.697761
1450065,35.597933,139.689918
1450066,35.59433,139.68332
1450067,35.59166,139.678258
1450071,35.589135,139.671148
1450072,35.585133,139.67474
1450073,35.586428,139.683144
1450074,35.582364,139.684421
1450075,35.581555,139.679605
1450076,35.579749,139.673857
1460081,35.587283,139.697382
1460082,35.578366,139.707018
1460083,35.572115,139.694404
1460084,35.575769,139.688538
1460085,35.585561,139.691207
1460091,35.575534,139.682768
1460092,35.567637,139.688757
1460093,35.565772,139.693001
1460094,35.565556,139.705172
1460095,35.562041,139.699829
1500000,35.668591,139.701466
1500001,35.671602,139.70517
1500002,35.660891,139.70373
1500011,35.654801,139.707679
1500012,35.649124,139.713488
1500013,35.647043,139.713638
1500021,35.647359,139.706629
1500022,35.644887,139.709589
1500031,35.655267,139.700597
1500032,35.653175,139.701558
1500033,35.651035,139.702389
1500034,35.65019,139.703915
1500035,35.651449,139.698165
1500036,35.65401,139.696533
1500042,35.66163,139.697169
1500043,35.657241,139.697849
1500045,35.656394,139.692436
1500046,35.661069,139.693016
1500047,35.664062,139.692372
1506001,35.6423799,139.7134198
1510051,35.679311,139.710717
1510053,35.681454,139.70069
1510061,35.679096,139.685787
1510062,35.671267,139.685543
1510063,35.667172,139.689714
1510064,35.66871,139.683567
1510065,35.668868,139.675056
1510066,35.675481,139.681705
1510071,35.680642,139.682416
1510072,35.674885,139.674017
1510073,35.672669,139.666671
1520000,35.632355,139.689682
1520001,35.62885,139.692426
1520002,35.6268,139.696173
1520003,35.619769,139.690476
1520004,35.625864,139.687119
1520011,35.616719,139.69587
1520012,35.615061,139.69478
1520013,35.61428,139.689109
1520021,35.62798,139.669596
1520022,35.621072,139.676386
1520023,35.620512,139.672669
1520031,35.615022,139.672773
1520032,35.617941,139.6803
1520033,35.611439,139.681732
1520034,35.610691,139.677504
1520035,35.611464,139.670358
1530041,35.655799,139.686808
1530042,35.647415,139.697873
1530043,35.646013,139.69263
1530044,35.650812,139.688488
1530051,35.64602,139.699467
1530052,35.638444,139.695054
1530053,35.637846,139.688597
1530061,35.643959,139.702888
1530062,35.641519,139.714597
1530063,35.636375,139.711616
1530064,35.63265,139.713456
1530065,35.630981,139.697771
1540000,35.63649,139.634483
1540001,35.643273,139.682375
1540002,35.639613,139.684251
1540003,35.636119,139.670613
1540004,35.643156,139.674959
1540005,35.649407,139.675134
1540011,35.638725,139.669354
1540012,35.630309,139.659217
1540014,35.627901,139.650032
1540015,35.629232,139.643022
1540016,35.6382,139.649498
1540017,35.640996,139.652642
1540021,35.652175,139.647832
1540022,35.654961,139.652173
1540023,35.644982,139.66272
1540024,35.641236,139.671387
1550031,35.662339,139.674331
1550032,35.657763,139.676542
1550033,35.653146,139.662875
1560041,35.66962,139.663567
1560042,35.664122,139.65849
1560043,35.667548,139.652414
1560044,35.654547,139.640041
1560045,35.658347,139.630993
1560051,35.649531,139.642007
1560052,35.649727,139.636308
1560053,35.64499,139.641847
1560054,35.642483,139.632531
1560055,35.649557,139.621302
1560056,35.662605,139.620628
1560057,35.662295,139.625639
1570061,35.676256,139.605365
1570062,35.668366,139.611043
1570063,35.65983,139.6102
1570064,35.661317,139.59368
1570065,35.664478,139.599771
1570066,35.634958,139.602976
1570067,35.622988,139.596254
1570068,35.619856,139.605948
1570071,35.647294,139.615598
1570072,35.645014,139.610988
1570073,35.639229,139.618072
1570074,35.634141,139.621427
1570076,35.625334,139.621006
1570077,35.617977,139.614811
1580081,35.617383,139.66285
1580082,35.601975,139.649218
1580083,35.602284,139.677401
1580084,35.596333,139.678449
1580086,35.601256,139.657075
1580087,35.597459,139.651456
1580091,35.607801,139.643112
1580092,35.603462,139.644166
1580093,35.614023,139.63915
1580094,35.609385,139.632433
1580095,35.615613,139.633167
1580096,35.623422,139.633505
1580097,35.623492,139.640591
1580098,35.633364,139.635098
1600000,35.6806005,139.7175291
1600001,35.692345,139.72496
1600002,35.69073,139.727483
1600003,35.689264,139.729898
1600004,35.685596,139.728623
1600005,35.689839,139.719711
1600006,35.690981,139.721295
1600007,35.690733,139.723919
1600008,35.689632,139.725794
1600011,35.684292,139.726948
1600012,35.680762,139.724168
1600013,35.677483,139.71709
1600014,35.686854,139.712519
1600015,35.682908,139.716795
1600016,35.682753,139.718814
1600017,35.686354,139.721344
1600018,35.684833,139.723215
1600021,35.694654,139.702794
1600022,35.689564,139.712501
1600023,35.691104,139.697773
1610031,35.720905,139.681564
1610032,35.717262,139.690179
1610033,35.715567,139.701114
1610034,35.713186,139.69281
1610035,35.714767,139.683985
1620041,35.708354,139.724685
1620042,35.706083,139.72332
1620044,35.704396,139.722369
1620051,35.7087249,139.714178
1620052,35.702932,139.717421
1620053,35.700598,139.72582
1620054,35.696893,139.720077
1620055,35.696744,139.716467
1620056,35.699866,139.719071
1620061,35.698985,139.726807
1620062,35.696481,139.731393
1620063,35.697029,139.726451
1620064,35.695112,139.723287
1620065,35.694982,139.720219
1620066,35.69372,139.718977
1620067,35.693258,139.716002
1620801,35.708215,139.730803
1620802,35.707552,139.734609
1620804,35.706059,139.732279
1620805,35.703479,139.732596
1620806,35.706197,139.728225
1620807,35.70569,139.72905
1620808,35.705619,139.730995
1620811,35.70812,139.736549
1620812,35.707133,139.737924
1620813,35.706249,139.739681
1620814,35.706252,139.742387
1620815,35.704792,139.740482
1620816,35.704314,139.738602
1620818,35.706248,139.736233
1620825,35.700599,139.742771
1620827,35.699712,139.740032
1620833,35.70099,139.735031
1620834,35.700232,139.735681
1620837,35.697643,139.733335
1620841,35.697973,139.73646
1620842,35.694589,139.736232
1620843,35.693055,139.736467
1620845,35.693699,139.729581
1620846,35.694879,139.733559
1620851,35.702456,139.727022
1620852,35.702134,139.729371
1620855,35.698518,139.731125
1620856,35.699013,139.728464
1620857,35.700004,139.728546
1631090,35.6854991,139.6911649
1640000,35.70607,139.659256
1640001,35.703856,139.675934
1640002,35.710792,139.675134
1640003,35.704347,139.685757
1640011,35.69859,139.685566
1640012,35.694485,139.684281
1640013,35.690517,139.679313
1640014,35.685894,139.674261
1650021,35.724418,139.656158
1650022,35.72562,139.673001
1650023,35.728354,139.674518
1650024,35.719048,139.672357
1650025,35.719825,139.667088
1650026,35.711838,139.667391
1650027,35.71105,139.657703
1650031,35.730256,139.635586
1650032,35.722925,139.646397
1650033,35.717832,139.648296
1650034,35.711567,139.652279
1650035,35.718724,139.638207
1660000,35.698179,139.626282
1660001,35.708234,139.63818
1660002,35.707494,139.656868
1660003,35.699131,139.658671
1660004,35.699749,139.63986
1660011,35.697023,139.649682
1660012,35.692043,139.663857
1660013,35.684441,139.6514
1660014,35.687741,139.642605
1660015,35.69011,139.638658
1660016,35.686267,139.63258
1670021,35.726616,139.623739
1670022,35.716514,139.633152
1670023,35.722237,139.612178
1670031,35.713938,139.630646
1670032,35.708904,139.628665
1670033,35.71115,139.617331
1670034,35.712057,139.613183
1670035,35.717172,139.612549
1670041,35.712448,139.598386
1670042,35.705388,139.606814
1670043,35.704942,139.617551
1670051,35.693387,139.6223
1670052,35.696184,139.615009
1670053,35.698773,139.602838
1670054,35.695182,139.593866
1680061,35.683885,139.645248
1680062,35.677646,139.660079
1680063,35.674148,139.657182
1680064,35.671553,139.646017
1680065,35.67851,139.632088
1680071,35.681873,139.611146
1680072,35.678359,139.620474
1680073,35.669369,139.63024
1680074,35.673428,139.611234
1680081,35.69003,139.61055
1680082,35.683533,139.597553
1690051,35.709494,139.719275
1690052,35.7058278,139.7096481
1690071,35.708758,139.72131
1690072,35.699763,139.704448
1690073,35.700186,139.699211
1690074,35.699066,139.694407
1690075,35.710572,139.706448
1700000,35.732142,139.711918
1700001,35.737602,139.726068
1700002,35.733077,139.741563
1700003,35.735274,139.750491
1700004,35.733866,139.731472
1700005,35.730203,139.735382
1700011,35.739298,139.712134
1700012,35.735307,139.720239
1700013,35.730514,139.713623
1700014,35.736628,139.712794
1710014,35.734173,139.707025
1710021,35.732992,139.711048
1710022,35.724568,139.710233
1710031,35.717867,139.711198
1710032,35.720032,139.720023
1710033,35.716546,139.716561
1710041,35.739127,139.693221
1710042,35.735645,139.699087
1710043,35.735452,139.696389
1710044,35.731174,139.696604
1710051,35.729042,139.694325
1710052,35.725379,139.693407
1730001,35.759695,139.708266
1730002,35.760828,139.712336
1730003,35.75437,139.719159
1730004,35.747394,139.718217
1730005,35.755013,139.70995
1730011,35.757913,139.699426
1730012,35.758284,139.704866
1730013,35.752885,139.7067
1730014,35.748698,139.705753
1730015,35.753303,139.702156
1730016,35.755775,139.697508
1730021,35.753955,139.693025
1730022,35.752429,139.697788
1730023,35.748608,139.699924
1730024,35.745892,139.705233
1730025,35.742837,139.706504
1730026,35.74182,139.70358
1730027,35.740198,139.701289
1730031,35.749987,139.687791
1730032,35.748434,139.691367
1730033,35.74655,139.694915
1730034,35.743977,139.696821
1730035,35.743413,139.690952
1730036,35.741707,139.684925
1730037,35.746117,139.680478
1740000,35.770107,139.681271
1740041,35.791789,139.688453
1740042,35.782014,139.692206
1740043,35.780389,139.685217
1740044,35.777252,139.679493
1740045,35.775272,139.672759
1740046,35.779215,139.676248
1740051,35.774284,139.701021
1740052,35.770385,139.7039
1740053,35.764631,139.706518
1740054,35.763718,139.700884
1740055,35.766814,139.70064
1740056,35.774536,139.694407
1740061,35.769064,139.69839
1740062,35.760669,139.698284
1740063,35.764955,139.695451
1740064,35.767024,139.679215
1740065,35.767744,139.67245
1740071,35.760711,139.692648
1740072,35.756311,139.689266
1740073,35.753777,139.686729
1740074,35.758499,139.681308
1740075,35.755995,139.675553
1740076,35.761605,139.677289
1750045,35.779557,139.668516
1750081,35.79551,139.667694
1750082,35.784033,139.6701
1750083,35.770987,139.665047
1750091,35.790093,139.639887
1750092,35.771376,139.648704
1750093,35.769458,139.646902
1750094,35.775,139.631402
1760001,35.739734,139.652419
1760002,35.740645,139.664637
1760003,35.741098,139.671113
1760004,35.739049,139.677031
1760005,35.733843,139.675764
1760006,35.739063,139.670754
1760011,35.736428,139.667624
1760012,35.733749,139.669191
1760013,35.729725,139.662378
1760014,35.7279,139.659936
1760021,35.738074,139.632765
1760022,35.738447,139.640362
1760023,35.735625,139.646287
1760024,35.733682,139.647177
1760025,35.727752,139.647
1770031,35.75247,139.604918
1770032,35.749847,139.622572
1770033,35.742985,139.617343
1770034,35.734015,139.621253
1770035,35.731256,139.617782
1770041,35.740993,139.611578
1770042,35.73131,139.611446
1770043,35.724041,139.595282
1770044,35.724909,139.588573
1770045,35.739427,139.595763
1770051,35.726209,139.578662
1770052,35.725921,139.582323
1770053,35.722047,139.590637
1770054,35.717902,139.580263
1780061,35.760633,139.590824
1780062,35.768094,139.606893
1780063,35.749768,139.592284
1780064,35.738811,139.576231
1780065,35.754176,139.576733
1790071,35.763662,139.622587
1790072,35.768557,139.639105
1790073,35.760676,139.645477
1790074,35.749991,139.646485
1790075,35.749335,139.634616
1790076,35.763933,139.617675
1790081,35.766001,139.665173
1790082,35.760771,139.66997
1790083,35.758186,139.663712
1790084,35.75486,139.671214
1790085,35.751767,139.659334
1800001,35.710914,139.577481
1800002,35.706551,139.583272
1800003,35.700562,139.579336
1800004,35.703903,139.584178
1800005,35.70092,139.571038
1800006,35.704073,139.563868
1800011,35.715078,139.555983
1800012,35.714865,139.559423
1800013,35.707161,139.555577
1800014,35.709293,139.548537
1800021,35.709127,139.536385
1800022,35.704837,139.547998
1800023,35.7011298,139.541127
1810001,35.688989,139.589369
1810002,35.6844,139.588582
1810003,35.677496,139.585567
1810004,35.669414,139.577311
1810005,35.664639,139.577451
1810011,35.691826,139.548091
1810012,35.704247,139.553256
1810013,35.695269,139.57072
1810014,35.682793,139.551996
1810015,35.675047,139.54088
1810016,35.69183,139.540552
1820001,35.667148,139.580508
1820002,35.660308,139.58759
1820003,35.658805,139.582232
1820004,35.652936,139.588747
1820005,35.659688,139.577601
1820006,35.659283,139.569445
1820007,35.656516,139.566533
1820011,35.674177,139.547591
1820012,35.670209,139.558051
1820013,35.662498,139.555032
1820014,35.656676,139.562967
1820015,35.654899,139.554472
1820016,35.661804,139.551839
1820017,35.663713,139.544624
1820021,35.658232,139.544912
1820022,35.651401,139.554057
1820023,35.642163,139.547724
1820024,35.653798,139.546755
1820025,35.650276,139.5284
1820026,35.655357,139.540665
1820033,35.66014,139.535803
1820034,35.656539,139.536126
1820035,35.66011,139.529491
1820036,35.662132,139.523896
1830001,35.677033,139.492881
1830002,35.678942,139.520061
1830004,35.67396,139.509679
1830005,35.668922,139.499388
1830006,35.672986,139.485715
1830011,35.668651,139.506923
1830012,35.659359,139.508849
1830013,35.664657,139.502816
1830014,35.662402,139.492704
1830015,35.668212,139.494617
1830016,35.669456,139.484273
1830022,35.671675,139.476856
1830023,35.671136,139.480726
1830026,35.659782,139.471327
1830032,35.67037,139.459495
1830033,35.667565,139.465513
1830036,35.668665,139.454574
1830045,35.672653,139.46988
1830051,35.688882,139.481902
1830052,35.687498,139.48618
1830053,35.67973,139.487294
1830054,35.680077,139.480607
1830056,35.675176,139.478466
1830057,35.680092,139.476982
1840001,35.715497,139.521576
1840002,35.703602,139.529942
1840003,35.703089,139.519462
1840004,35.699333,139.509249
1840005,35.71083,139.51014
1840011,35.692395,139.52809
1840012,35.694264,139.513904
1840013,35.688492,139.510708
1840014,35.690658,139.495881
1840015,35.702563,139.495693
1850001,35.717473,139.459319
1850002,35.714931,139.468036
1850003,35.711352,139.461878
1850004,35.712606,139.452906
1850011,35.704599,139.483268
1850012,35.701648,139.48582
1850013,35.702524,139.468401
1850014,35.702138,139.473466
1850022,35.696209,139.487302
1850023,35.695545,139.471433
1850024,35.698331,139.475035
1850031,35.704477,139.449454
1850032,35.70237,139.458103
1850033,35.695723,139.458356
1850034,35.704651,139.446149
1850035,35.702253,139.435197
1860002,35.698579,139.448931
1860003,35.683218,139.449195
1860004,35.698396,139.440871
1860005,35.696945,139.434685
1860011,35.677683,139.437765
1860012,35.674262,139.434461
1870001,35.735486,139.49813
1870002,35.728199,139.51466
1870003,35.719114,139.513363
1870004,35.728724,139.497652
1870011,35.723919,139.497175
1870012,35.715589,139.504014
1870013,35.716835,139.495319
1870021,35.713955,139.482763
1870022,35.719478,139.46294
1870024,35.723693,139.457354
1870025,35.723409,139.463268
1870031,35.734661,139.477984
1870032,35.729045,139.450185
1870035,35.73566,139.454158
1870041,35.735266,139.489092
1870042,35.731332,139.485747
1870043,35.726879,139.484311
1870044,35.716044,139.487694
1870045,35.719709,139.475707
1880001,35.740103,139.545187
1880002,35.736434,139.539294
1880004,35.73265,139.537768
1880011,35.730856,139.544446
1880012,35.726339,139.547103
1880013,35.719674,139.546224
1880014,35.723957,139.525565
1890001,35.772839,139.493682
1890002,35.760599,139.495315
1890003,35.769242,139.48136
1890011,35.753703,139.489176
1890012,35.737079,139.481909
1890013,35.751263,139.474889
1890021,35.768297,139.467516
1890022,35.760166,139.463898
1890023,35.750108,139.461193
1890024,35.742932,139.458731
1890025,35.756037,139.453281
1900001,35.71812,139.436782
1900003,35.70654,139.429545
1900011,35.709964,139.416912
1900013,35.700819,139.396153
1900014,35.707669,139.403362
1900015,35.717678,139.408327
1900021,35.697116,139.424647
1900022,35.696953,139.420789
1900023,35.694433,139.404269
1900031,35.722744,139.407072
1900032,35.719337,139.392082
1900033,35.723893,139.383021
1900034,35.72789,139.369554
1900164,35.727157,139.219601
1900182,35.745746,139.270005
1901232,35.776338,139.333538
